section_id,section_name,category,eafya_labtest_id,eafya_labtest_name,hmis_code,hmis_name,status,dhis2_data_element_id
10.4.1,Volume of Sample Referred,Virology,,,VS09,DST for Multi Drug Resistance TB (MDR TB),Samples Referred,bb7858UYVhK
10.4.1,Volume of Sample Referred,Virology,,,,,Pending Results/Feedback,nAPg66rGeOq
10.4.1,Volume of Sample Referred,Virology,544,HEPATITIS B VIRAL LOAD,VS10,Hepatitis B Viral load,Samples Referred,Frr8PBtDifn
10.4.1,Volume of Sample Referred,Virology,,,,,Pending Results/Feedback,QADL6fJFoGZ
10.4.1,Volume of Sample Referred,Virology,,,VS11,Hepatitis C Viral load,Samples Referred,Fn15HIXzWg9
10.4.1,Volume of Sample Referred,Virology,,,,,Pending Results/Feedback,OuUfsq2oCzQ
10.4.1,Volume of Sample Referred,Virology,,,VS12,Hep BcAg,Samples Referred,M2Tgala2egP
10.4.1,Volume of Sample Referred,Virology,,,,,Pending Results/Feedback,G0NxD60y255
10.4.1,Volume of Sample Referred,Virology,,,VS13,HIV MDR,Samples Referred,tpGCsq755n7
10.4.1,Volume of Sample Referred,Virology,,,,,Pending Results/Feedback,YHvInhasswm
10.4.1,Volume of Sample Referred,Virology,,,VS14,"VHFs (EBOLA, MARBURG)",,
10.4.1,Volume of Sample Referred,Virology,500,BODY FLUID CYTOLOGY,VS15,Cytology,Samples Referred,tvOutAcRbNB
10.4.1,Volume of Sample Referred,Virology,499,FINE NEEDLE ASPIRATE CYTOLOGY - REPORTING + PROCEDURE,,,Pending Results/Feedback,ErsezpC2yVP
10.4.1,Volume of Sample Referred,Virology,308,BONE MARROW ASPIRATE CYTOLOGY,,,,
10.4.1,Volume of Sample Referred,Virology,,,VS16,Measles/Rubella,,
10.4.1,Volume of Sample Referred,Virology,,,VS17,Yellow fever,Samples Referred,z11eXUduMTj
10.4.1,Volume of Sample Referred,Virology,,,,,Pending Results/Feedback,KvLgrcwvZgW
10.4.1,Volume of Sample Referred,Virology,,,VS18,Rabies,Samples Referred,gwc2FljFEe2
10.4.1,Volume of Sample Referred,Virology,,,,,Pending Results/Feedback,UvMyjP1sr4H
