"id","dataset_code","dataset_name","dataset_id","dataelement","dataelement_code","dataelement_name","optioncombo_code","optioncombo_name"
3397,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,rsV4LLJt5Lw,"65+Yrs, Female, Known"
3385,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,VyCuYZXDXiO,"15-17 Yrs, Female, Known"
3389,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,A2ZsKFXp6Vn,"18-39 Yrs, Female, Known"
3386,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,Zacetp7r5HC,"18-39 Yrs, Male, New"
3387,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,a9NFxaXN9KD,"18-39 Yrs, Male, Known"
3388,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,sBkrGKNQ0uz,"18-39 Yrs, Female, New"
3379,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,Ve34gUv8xMH,"0-14Yrs, Male, Known"
3380,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,OE9AdLE48yj,"0-14Yrs, Female, New"
3381,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,NFNV30tIn8T,"0-14Yrs, Female, Known"
3382,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,AmyeUte6IfQ,"15-17 Yrs, Male, New"
3383,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,KLjBWPSSfqG,"15-17 Yrs, Male, Known"
3384,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,QwmgfRLXySv,"15-17 Yrs, Female, New"
3378,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,d0tWwN5O6NO,"0-14Yrs, Male, New"
3390,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,eDQHbmqfA0E,"40-64 Yrs, Male, New"
3391,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,lvYG6LfU4Jo,"40-64 Yrs, Male, Known"
3392,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,Z2df6EDsYk1,"40-64 Yrs, Female, New"
3393,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,rkbc2xbaa8g,"40-64 Yrs, Female, Known"
3394,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,dBzKnHTWCkK,"65+Yrs, Male, New"
3395,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,GMPyv2RPvxm,"65+Yrs, Male, Known"
3396,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,L6wdIbx613d,CA13a,CA13a. Oesophageal Cancer - Cases,gp5AoqZCBjE,"65+Yrs, Female, New"
2626,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,KLjBWPSSfqG,"15-17 Yrs, Male, Known"
2625,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,AmyeUte6IfQ,"15-17 Yrs, Male, New"
2624,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,NFNV30tIn8T,"0-14Yrs, Female, Known"
2623,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,OE9AdLE48yj,"0-14Yrs, Female, New"
2622,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,Ve34gUv8xMH,"0-14Yrs, Male, Known"
2621,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,d0tWwN5O6NO,"0-14Yrs, Male, New"
2640,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,rsV4LLJt5Lw,"65+Yrs, Female, Known"
2639,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,gp5AoqZCBjE,"65+Yrs, Female, New"
2638,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,GMPyv2RPvxm,"65+Yrs, Male, Known"
2637,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,dBzKnHTWCkK,"65+Yrs, Male, New"
2636,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,rkbc2xbaa8g,"40-64 Yrs, Female, Known"
2635,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,Z2df6EDsYk1,"40-64 Yrs, Female, New"
2634,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,lvYG6LfU4Jo,"40-64 Yrs, Male, Known"
2633,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,eDQHbmqfA0E,"40-64 Yrs, Male, New"
2632,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,A2ZsKFXp6Vn,"18-39 Yrs, Female, Known"
2631,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,sBkrGKNQ0uz,"18-39 Yrs, Female, New"
2630,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,a9NFxaXN9KD,"18-39 Yrs, Male, Known"
2629,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,Zacetp7r5HC,"18-39 Yrs, Male, New"
2628,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,VyCuYZXDXiO,"15-17 Yrs, Female, Known"
2627,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,KuTXtcHhm6r,CA13B,CA13b. Oesophageal Cancer - Deaths,QwmgfRLXySv,"15-17 Yrs, Female, New"
2077,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,PEp4S6H8A5q,AC01,AC01. Spinal Cord Injury (SCI),HllvX50cXC0,default
556,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,LqdB3eomqf3,AC02,AC02. Traumatic Brain Injury (TBI),HllvX50cXC0,default
2967,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,jd5byhTDPYZ,AC03,AC03. Amputation,HllvX50cXC0,default
3920,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,S1mwgZM4Me0,AC04,AC04. Burns,HllvX50cXC0,default
1872,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gWt2iWnZS3d,AC05,AC05. Stroke,HllvX50cXC0,default
2150,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,r6izn2XFqEc,"0-4Yrs, Male"
2161,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,wgxsjUMb8Rw,"60+Yrs, Female"
2160,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,Yx9LGiAEzJI,"60+Yrs, Male"
2159,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,J0tZbSIQgJh,"35-59Yrs, Female"
2158,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,u5FiIkNknnZ,"35-59Yrs, Male"
2157,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,tNGX99SZlLN,"20 – 34Yrs, Female"
2156,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,cYqRrSx1FDh,"20 – 34Yrs, Male"
2155,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,VSQdmcsGlPJ,"10-19Yrs, Female"
2154,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,mtJPFOZgbxi,"10-19Yrs, Male"
2153,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,GNNdPRsjO2n,"5-9Yrs, Female"
2152,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,A8rYH97KrsT,"5-9Yrs, Male"
2151,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,SUHhAi9uMOh,AP01,AP01. Mobility,NYHvlXEt4Ak,"0-4Yrs, Female"
3854,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,wgxsjUMb8Rw,"60+Yrs, Female"
3844,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,NYHvlXEt4Ak,"0-4Yrs, Female"
3845,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,A8rYH97KrsT,"5-9Yrs, Male"
3846,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,GNNdPRsjO2n,"5-9Yrs, Female"
3847,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,mtJPFOZgbxi,"10-19Yrs, Male"
3848,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,VSQdmcsGlPJ,"10-19Yrs, Female"
3849,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,cYqRrSx1FDh,"20 – 34Yrs, Male"
3850,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,tNGX99SZlLN,"20 – 34Yrs, Female"
3851,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,u5FiIkNknnZ,"35-59Yrs, Male"
3852,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,J0tZbSIQgJh,"35-59Yrs, Female"
3843,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,r6izn2XFqEc,"0-4Yrs, Male"
3853,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,Jo4dpEeYCE0,AP02,AP02. Hearing,Yx9LGiAEzJI,"60+Yrs, Male"
551,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,u5FiIkNknnZ,"35-59Yrs, Male"
545,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,A8rYH97KrsT,"5-9Yrs, Male"
546,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,GNNdPRsjO2n,"5-9Yrs, Female"
554,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,wgxsjUMb8Rw,"60+Yrs, Female"
547,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,mtJPFOZgbxi,"10-19Yrs, Male"
548,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,VSQdmcsGlPJ,"10-19Yrs, Female"
549,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,cYqRrSx1FDh,"20 – 34Yrs, Male"
550,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,tNGX99SZlLN,"20 – 34Yrs, Female"
552,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,J0tZbSIQgJh,"35-59Yrs, Female"
553,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,Yx9LGiAEzJI,"60+Yrs, Male"
543,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,r6izn2XFqEc,"0-4Yrs, Male"
544,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,lGxp2j4EdZk,AP03,AP03. Vision,NYHvlXEt4Ak,"0-4Yrs, Female"
1262,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,tNGX99SZlLN,"20 – 34Yrs, Female"
1261,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,cYqRrSx1FDh,"20 – 34Yrs, Male"
1255,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,r6izn2XFqEc,"0-4Yrs, Male"
1260,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,VSQdmcsGlPJ,"10-19Yrs, Female"
1258,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,GNNdPRsjO2n,"5-9Yrs, Female"
1259,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,mtJPFOZgbxi,"10-19Yrs, Male"
1266,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,wgxsjUMb8Rw,"60+Yrs, Female"
1265,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,Yx9LGiAEzJI,"60+Yrs, Male"
1264,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,J0tZbSIQgJh,"35-59Yrs, Female"
1263,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,u5FiIkNknnZ,"35-59Yrs, Male"
1257,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,A8rYH97KrsT,"5-9Yrs, Male"
1256,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,hyJ3JKX5ZWi,AP04,AP04. Communication,NYHvlXEt4Ak,"0-4Yrs, Female"
867,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,mtJPFOZgbxi,"10-19Yrs, Male"
865,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,A8rYH97KrsT,"5-9Yrs, Male"
871,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,u5FiIkNknnZ,"35-59Yrs, Male"
872,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,J0tZbSIQgJh,"35-59Yrs, Female"
873,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,Yx9LGiAEzJI,"60+Yrs, Male"
868,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,VSQdmcsGlPJ,"10-19Yrs, Female"
874,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,wgxsjUMb8Rw,"60+Yrs, Female"
869,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,cYqRrSx1FDh,"20 – 34Yrs, Male"
866,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,GNNdPRsjO2n,"5-9Yrs, Female"
870,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,tNGX99SZlLN,"20 – 34Yrs, Female"
864,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,NYHvlXEt4Ak,"0-4Yrs, Female"
863,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,aYxcUnPci7h,AP05,AP05. Cognition,r6izn2XFqEc,"0-4Yrs, Male"
694,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,u5FiIkNknnZ,"35-59Yrs, Male"
697,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,wgxsjUMb8Rw,"60+Yrs, Female"
696,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,Yx9LGiAEzJI,"60+Yrs, Male"
695,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,J0tZbSIQgJh,"35-59Yrs, Female"
693,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,tNGX99SZlLN,"20 – 34Yrs, Female"
692,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,cYqRrSx1FDh,"20 – 34Yrs, Male"
691,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,VSQdmcsGlPJ,"10-19Yrs, Female"
690,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,mtJPFOZgbxi,"10-19Yrs, Male"
689,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,GNNdPRsjO2n,"5-9Yrs, Female"
688,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,A8rYH97KrsT,"5-9Yrs, Male"
687,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,NYHvlXEt4Ak,"0-4Yrs, Female"
686,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,pGK81UigSza,AP06,AP06. Self-care,r6izn2XFqEc,"0-4Yrs, Male"
792,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,GNNdPRsjO2n,"5-9Yrs, Female"
790,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,NYHvlXEt4Ak,"0-4Yrs, Female"
789,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,r6izn2XFqEc,"0-4Yrs, Male"
793,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,mtJPFOZgbxi,"10-19Yrs, Male"
791,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,A8rYH97KrsT,"5-9Yrs, Male"
799,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,Yx9LGiAEzJI,"60+Yrs, Male"
800,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,wgxsjUMb8Rw,"60+Yrs, Female"
798,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,J0tZbSIQgJh,"35-59Yrs, Female"
797,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,u5FiIkNknnZ,"35-59Yrs, Male"
796,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,tNGX99SZlLN,"20 – 34Yrs, Female"
795,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,cYqRrSx1FDh,"20 – 34Yrs, Male"
794,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,gN39aS9aNKr,AP07,AP07. Other assistive products,VSQdmcsGlPJ,"10-19Yrs, Female"
3893,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,UWT7ufBkREK,BS01,BS01. Mastectomy,HllvX50cXC0,default
2175,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,HyGhE244Xpy,BS02,BS02. Other breast surgery,HllvX50cXC0,default
2023,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,yabsZCXTQRM,"0-14Yrs, Male"
2035,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,dqUlEsSUs8w,"20-24Yrs"
2034,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,oVc5PtW8IsH,"15-19Yrs"
2037,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,WQ8FzlyAWIM,"50+Yrs"
2028,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,JqdVRiI92bd,"18-39 Yrs, Female"
2029,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,tD3pn44uScE,"40-64 Yrs, Male"
2030,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,Mv9SNsGCT5e,"40-64 Yrs, Female"
2031,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,rU0HnmI7P8S,"65+Yrs, Male"
2032,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,pfXBcPz6khi,"65+Yrs, Female"
2033,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,Kq56swi3KAi,"10-14Yrs"
2027,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,sBvVzuUN7ty,"18-39 Yrs, Male"
2026,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,C9j1R3XeUB3,"15-17 Yrs, Female"
2025,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,zLX9lB6eIHI,"15-17 Yrs, Male"
2024,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,yWdrn6SiVZ9,"0-14Yrs, Female"
2036,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,v4YTvlCTH4D,CA01A1,CA01a1. Cervical Cancer(new)  - Cases,xgiuSKF9lKY,"25-49Yrs"
2649,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,ta9qHC2STYJ,CA01A2,CA01a2. Cervical cancer (new)  - Deaths,C9j1R3XeUB3,"15-17 Yrs, Female"
2648,HMIS108,HMIS 108 - IPD Monthly Report,EBqVAQRmiPm,ta9qHC2STYJ,CA01A2,CA01a2. Cervical cancer (new)  - Deaths,zLX9lB6eIHI,"15-17 Yrs, Male"
