id,eafya_hmis_id,hmis_code,hmis_name,eafya_disease_id,eafya_disease_name,section_id,section_name,data_element_id,category_optioncombo_id,category_optioncombo_name
1081,180,CD11, Other types of meningitis ,420,Other viral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,F1rms8f9I9a,"5-9Yrs, Male"
1082,180,CD11, Other types of meningitis ,420,Other viral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,Crc5reUlspd,"5-9Yrs, Female"
1083,180,CD11, Other types of meningitis ,420,Other viral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1084,180,CD11, Other types of meningitis ,420,Other viral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,huBy3W5qiD2,"29Dys-4Yrs, Female"
1085,180,CD11, Other types of meningitis ,420,Other viral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,dCKzhhINakS,"20+Yrs, Male"
1086,180,CD11, Other types of meningitis ,420,Other viral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,XVHTeecEOM3,"20+Yrs, Female"
1087,180,CD11, Other types of meningitis ,420,Other viral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,c7gvocRdg0f,"10-19Yrs, Male"
1088,180,CD11, Other types of meningitis ,420,Other viral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,u3CkZqMHfHP,"10-19Yrs, Female"
1089,180,CD11, Other types of meningitis ,420,Other viral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,zh2zAaHyYQx,"0-28Dys, Male"
1090,180,CD11, Other types of meningitis ,420,Other viral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,wDiX34aiw6i,"0-28Dys, Female"
1091,180,CD11, Other types of meningitis ,421,"Viral meningitis, unspecified",1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,F1rms8f9I9a,"5-9Yrs, Male"
1092,180,CD11, Other types of meningitis ,421,"Viral meningitis, unspecified",1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,Crc5reUlspd,"5-9Yrs, Female"
1093,180,CD11, Other types of meningitis ,421,"Viral meningitis, unspecified",1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1094,180,CD11, Other types of meningitis ,421,"Viral meningitis, unspecified",1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,huBy3W5qiD2,"29Dys-4Yrs, Female"
1095,180,CD11, Other types of meningitis ,421,"Viral meningitis, unspecified",1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,dCKzhhINakS,"20+Yrs, Male"
1096,180,CD11, Other types of meningitis ,421,"Viral meningitis, unspecified",1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,XVHTeecEOM3,"20+Yrs, Female"
1097,180,CD11, Other types of meningitis ,421,"Viral meningitis, unspecified",1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,c7gvocRdg0f,"10-19Yrs, Male"
1098,180,CD11, Other types of meningitis ,421,"Viral meningitis, unspecified",1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,u3CkZqMHfHP,"10-19Yrs, Female"
1099,180,CD11, Other types of meningitis ,421,"Viral meningitis, unspecified",1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,zh2zAaHyYQx,"0-28Dys, Male"
1100,180,CD11, Other types of meningitis ,421,"Viral meningitis, unspecified",1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,wDiX34aiw6i,"0-28Dys, Female"
1101,180,CD11, Other types of meningitis ,466,Herpesviral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,F1rms8f9I9a,"5-9Yrs, Male"
1102,180,CD11, Other types of meningitis ,466,Herpesviral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,Crc5reUlspd,"5-9Yrs, Female"
1103,180,CD11, Other types of meningitis ,466,Herpesviral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1104,180,CD11, Other types of meningitis ,466,Herpesviral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,huBy3W5qiD2,"29Dys-4Yrs, Female"
1105,180,CD11, Other types of meningitis ,466,Herpesviral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,dCKzhhINakS,"20+Yrs, Male"
1106,180,CD11, Other types of meningitis ,466,Herpesviral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,XVHTeecEOM3,"20+Yrs, Female"
1107,180,CD11, Other types of meningitis ,466,Herpesviral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,c7gvocRdg0f,"10-19Yrs, Male"
1108,180,CD11, Other types of meningitis ,466,Herpesviral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,u3CkZqMHfHP,"10-19Yrs, Female"
1109,180,CD11, Other types of meningitis ,466,Herpesviral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,zh2zAaHyYQx,"0-28Dys, Male"
1110,180,CD11, Other types of meningitis ,466,Herpesviral meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,wDiX34aiw6i,"0-28Dys, Female"
1111,180,CD11, Other types of meningitis ,473,Varicella meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,F1rms8f9I9a,"5-9Yrs, Male"
1112,180,CD11, Other types of meningitis ,473,Varicella meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,Crc5reUlspd,"5-9Yrs, Female"
1113,180,CD11, Other types of meningitis ,473,Varicella meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1114,180,CD11, Other types of meningitis ,473,Varicella meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,huBy3W5qiD2,"29Dys-4Yrs, Female"
1115,180,CD11, Other types of meningitis ,473,Varicella meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,dCKzhhINakS,"20+Yrs, Male"
1116,180,CD11, Other types of meningitis ,473,Varicella meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,XVHTeecEOM3,"20+Yrs, Female"
1117,180,CD11, Other types of meningitis ,473,Varicella meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,c7gvocRdg0f,"10-19Yrs, Male"
1118,180,CD11, Other types of meningitis ,473,Varicella meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,u3CkZqMHfHP,"10-19Yrs, Female"
1119,180,CD11, Other types of meningitis ,473,Varicella meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,zh2zAaHyYQx,"0-28Dys, Male"
1120,180,CD11, Other types of meningitis ,473,Varicella meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,wDiX34aiw6i,"0-28Dys, Female"
1121,180,CD11, Other types of meningitis ,480,Zoster meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,F1rms8f9I9a,"5-9Yrs, Male"
1122,180,CD11, Other types of meningitis ,480,Zoster meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,Crc5reUlspd,"5-9Yrs, Female"
1123,180,CD11, Other types of meningitis ,480,Zoster meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1124,180,CD11, Other types of meningitis ,480,Zoster meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,huBy3W5qiD2,"29Dys-4Yrs, Female"
1125,180,CD11, Other types of meningitis ,480,Zoster meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,dCKzhhINakS,"20+Yrs, Male"
1126,180,CD11, Other types of meningitis ,480,Zoster meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,XVHTeecEOM3,"20+Yrs, Female"
1127,180,CD11, Other types of meningitis ,480,Zoster meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,c7gvocRdg0f,"10-19Yrs, Male"
1128,180,CD11, Other types of meningitis ,480,Zoster meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,u3CkZqMHfHP,"10-19Yrs, Female"
1129,180,CD11, Other types of meningitis ,480,Zoster meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,zh2zAaHyYQx,"0-28Dys, Male"
1130,180,CD11, Other types of meningitis ,480,Zoster meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,wDiX34aiw6i,"0-28Dys, Female"
1131,180,CD11, Other types of meningitis ,490,Measles complicated by meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,F1rms8f9I9a,"5-9Yrs, Male"
1132,180,CD11, Other types of meningitis ,490,Measles complicated by meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,Crc5reUlspd,"5-9Yrs, Female"
1133,180,CD11, Other types of meningitis ,490,Measles complicated by meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1134,180,CD11, Other types of meningitis ,490,Measles complicated by meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,huBy3W5qiD2,"29Dys-4Yrs, Female"
1135,180,CD11, Other types of meningitis ,490,Measles complicated by meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,dCKzhhINakS,"20+Yrs, Male"
1136,180,CD11, Other types of meningitis ,490,Measles complicated by meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,XVHTeecEOM3,"20+Yrs, Female"
1137,180,CD11, Other types of meningitis ,490,Measles complicated by meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,c7gvocRdg0f,"10-19Yrs, Male"
1138,180,CD11, Other types of meningitis ,490,Measles complicated by meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,u3CkZqMHfHP,"10-19Yrs, Female"
1139,180,CD11, Other types of meningitis ,490,Measles complicated by meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,zh2zAaHyYQx,"0-28Dys, Male"
1140,180,CD11, Other types of meningitis ,490,Measles complicated by meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,wDiX34aiw6i,"0-28Dys, Female"
1141,180,CD11, Other types of meningitis ,571,Mumps meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,F1rms8f9I9a,"5-9Yrs, Male"
1142,180,CD11, Other types of meningitis ,571,Mumps meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,Crc5reUlspd,"5-9Yrs, Female"
1143,180,CD11, Other types of meningitis ,571,Mumps meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1144,180,CD11, Other types of meningitis ,571,Mumps meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,huBy3W5qiD2,"29Dys-4Yrs, Female"
1145,180,CD11, Other types of meningitis ,571,Mumps meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,dCKzhhINakS,"20+Yrs, Male"
1146,180,CD11, Other types of meningitis ,571,Mumps meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,XVHTeecEOM3,"20+Yrs, Female"
1147,180,CD11, Other types of meningitis ,571,Mumps meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,c7gvocRdg0f,"10-19Yrs, Male"
1148,180,CD11, Other types of meningitis ,571,Mumps meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,u3CkZqMHfHP,"10-19Yrs, Female"
1149,180,CD11, Other types of meningitis ,571,Mumps meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,zh2zAaHyYQx,"0-28Dys, Male"
1150,180,CD11, Other types of meningitis ,571,Mumps meningitis,1.3.2,Other Infectious/Communicable Diseases,TDUjUDLnV9v,wDiX34aiw6i,"0-28Dys, Female"
1151,182,CD12,Cough or cold - No pneumonia  ,4208,Chlamydial pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,wDiX34aiw6i,"0-28Dys, Female"
1152,182,CD12,Cough or cold - No pneumonia  ,475,Varicella pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,F1rms8f9I9a,"5-9Yrs, Male"
1153,182,CD12,Cough or cold - No pneumonia  ,475,Varicella pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,Crc5reUlspd,"5-9Yrs, Female"
1154,182,CD12,Cough or cold - No pneumonia  ,475,Varicella pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1155,182,CD12,Cough or cold - No pneumonia  ,475,Varicella pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,huBy3W5qiD2,"29Dys-4Yrs, Female"
1156,182,CD12,Cough or cold - No pneumonia  ,475,Varicella pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,dCKzhhINakS,"20+Yrs, Male"
1157,182,CD12,Cough or cold - No pneumonia  ,475,Varicella pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,XVHTeecEOM3,"20+Yrs, Female"
1158,182,CD12,Cough or cold - No pneumonia  ,475,Varicella pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,c7gvocRdg0f,"10-19Yrs, Male"
1159,182,CD12,Cough or cold - No pneumonia  ,475,Varicella pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,u3CkZqMHfHP,"10-19Yrs, Female"
1160,182,CD12,Cough or cold - No pneumonia  ,475,Varicella pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,zh2zAaHyYQx,"0-28Dys, Male"
1161,182,CD12,Cough or cold - No pneumonia  ,475,Varicella pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,wDiX34aiw6i,"0-28Dys, Female"
1162,182,CD12,Cough or cold - No pneumonia  ,4180,"Influenza with pneumonia, seasonal influenza virus identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,F1rms8f9I9a,"5-9Yrs, Male"
1163,182,CD12,Cough or cold - No pneumonia  ,4180,"Influenza with pneumonia, seasonal influenza virus identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,Crc5reUlspd,"5-9Yrs, Female"
1164,182,CD12,Cough or cold - No pneumonia  ,4180,"Influenza with pneumonia, seasonal influenza virus identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1165,182,CD12,Cough or cold - No pneumonia  ,4180,"Influenza with pneumonia, seasonal influenza virus identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,huBy3W5qiD2,"29Dys-4Yrs, Female"
1166,182,CD12,Cough or cold - No pneumonia  ,4180,"Influenza with pneumonia, seasonal influenza virus identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,dCKzhhINakS,"20+Yrs, Male"
1167,182,CD12,Cough or cold - No pneumonia  ,4180,"Influenza with pneumonia, seasonal influenza virus identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,XVHTeecEOM3,"20+Yrs, Female"
1168,182,CD12,Cough or cold - No pneumonia  ,4180,"Influenza with pneumonia, seasonal influenza virus identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,c7gvocRdg0f,"10-19Yrs, Male"
1169,182,CD12,Cough or cold - No pneumonia  ,4180,"Influenza with pneumonia, seasonal influenza virus identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,u3CkZqMHfHP,"10-19Yrs, Female"
1170,182,CD12,Cough or cold - No pneumonia  ,4180,"Influenza with pneumonia, seasonal influenza virus identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,zh2zAaHyYQx,"0-28Dys, Male"
1171,182,CD12,Cough or cold - No pneumonia  ,4180,"Influenza with pneumonia, seasonal influenza virus identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,wDiX34aiw6i,"0-28Dys, Female"
1172,182,CD12,Cough or cold - No pneumonia  ,4184,"Influenza with pneumonia, virus not identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,F1rms8f9I9a,"5-9Yrs, Male"
1173,182,CD12,Cough or cold - No pneumonia  ,4184,"Influenza with pneumonia, virus not identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,Crc5reUlspd,"5-9Yrs, Female"
1174,182,CD12,Cough or cold - No pneumonia  ,4184,"Influenza with pneumonia, virus not identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1175,182,CD12,Cough or cold - No pneumonia  ,4184,"Influenza with pneumonia, virus not identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,huBy3W5qiD2,"29Dys-4Yrs, Female"
1176,182,CD12,Cough or cold - No pneumonia  ,4184,"Influenza with pneumonia, virus not identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,dCKzhhINakS,"20+Yrs, Male"
1177,182,CD12,Cough or cold - No pneumonia  ,4184,"Influenza with pneumonia, virus not identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,XVHTeecEOM3,"20+Yrs, Female"
1178,182,CD12,Cough or cold - No pneumonia  ,4184,"Influenza with pneumonia, virus not identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,c7gvocRdg0f,"10-19Yrs, Male"
1179,182,CD12,Cough or cold - No pneumonia  ,4184,"Influenza with pneumonia, virus not identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,u3CkZqMHfHP,"10-19Yrs, Female"
1180,182,CD12,Cough or cold - No pneumonia  ,4184,"Influenza with pneumonia, virus not identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,zh2zAaHyYQx,"0-28Dys, Male"
1181,182,CD12,Cough or cold - No pneumonia  ,4184,"Influenza with pneumonia, virus not identified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,wDiX34aiw6i,"0-28Dys, Female"
1182,182,CD12,Cough or cold - No pneumonia  ,4187,"Viral pneumonia, not elsewhere classified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,F1rms8f9I9a,"5-9Yrs, Male"
1183,182,CD12,Cough or cold - No pneumonia  ,4187,"Viral pneumonia, not elsewhere classified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,Crc5reUlspd,"5-9Yrs, Female"
1184,182,CD12,Cough or cold - No pneumonia  ,4187,"Viral pneumonia, not elsewhere classified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1185,182,CD12,Cough or cold - No pneumonia  ,4187,"Viral pneumonia, not elsewhere classified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,huBy3W5qiD2,"29Dys-4Yrs, Female"
1186,182,CD12,Cough or cold - No pneumonia  ,4187,"Viral pneumonia, not elsewhere classified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,dCKzhhINakS,"20+Yrs, Male"
1187,182,CD12,Cough or cold - No pneumonia  ,4187,"Viral pneumonia, not elsewhere classified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,XVHTeecEOM3,"20+Yrs, Female"
1188,182,CD12,Cough or cold - No pneumonia  ,4187,"Viral pneumonia, not elsewhere classified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,c7gvocRdg0f,"10-19Yrs, Male"
1189,182,CD12,Cough or cold - No pneumonia  ,4187,"Viral pneumonia, not elsewhere classified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,u3CkZqMHfHP,"10-19Yrs, Female"
1190,182,CD12,Cough or cold - No pneumonia  ,4187,"Viral pneumonia, not elsewhere classified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,zh2zAaHyYQx,"0-28Dys, Male"
1191,182,CD12,Cough or cold - No pneumonia  ,4187,"Viral pneumonia, not elsewhere classified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,wDiX34aiw6i,"0-28Dys, Female"
1192,182,CD12,Cough or cold - No pneumonia  ,4188,Adenoviral pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,F1rms8f9I9a,"5-9Yrs, Male"
1193,182,CD12,Cough or cold - No pneumonia  ,4188,Adenoviral pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,Crc5reUlspd,"5-9Yrs, Female"
1194,182,CD12,Cough or cold - No pneumonia  ,4188,Adenoviral pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1195,182,CD12,Cough or cold - No pneumonia  ,4188,Adenoviral pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,huBy3W5qiD2,"29Dys-4Yrs, Female"
1196,182,CD12,Cough or cold - No pneumonia  ,4188,Adenoviral pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,dCKzhhINakS,"20+Yrs, Male"
1197,182,CD12,Cough or cold - No pneumonia  ,4188,Adenoviral pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,XVHTeecEOM3,"20+Yrs, Female"
1198,182,CD12,Cough or cold - No pneumonia  ,4188,Adenoviral pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,c7gvocRdg0f,"10-19Yrs, Male"
1199,182,CD12,Cough or cold - No pneumonia  ,4188,Adenoviral pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,u3CkZqMHfHP,"10-19Yrs, Female"
1200,182,CD12,Cough or cold - No pneumonia  ,4188,Adenoviral pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,zh2zAaHyYQx,"0-28Dys, Male"
1201,182,CD12,Cough or cold - No pneumonia  ,4188,Adenoviral pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,wDiX34aiw6i,"0-28Dys, Female"
1202,182,CD12,Cough or cold - No pneumonia  ,4189,Respiratory syncytial virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,F1rms8f9I9a,"5-9Yrs, Male"
1203,182,CD12,Cough or cold - No pneumonia  ,4189,Respiratory syncytial virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,Crc5reUlspd,"5-9Yrs, Female"
1204,182,CD12,Cough or cold - No pneumonia  ,4189,Respiratory syncytial virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1205,182,CD12,Cough or cold - No pneumonia  ,4189,Respiratory syncytial virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,huBy3W5qiD2,"29Dys-4Yrs, Female"
1206,182,CD12,Cough or cold - No pneumonia  ,4189,Respiratory syncytial virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,dCKzhhINakS,"20+Yrs, Male"
1207,182,CD12,Cough or cold - No pneumonia  ,4189,Respiratory syncytial virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,XVHTeecEOM3,"20+Yrs, Female"
1208,182,CD12,Cough or cold - No pneumonia  ,4189,Respiratory syncytial virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,c7gvocRdg0f,"10-19Yrs, Male"
1209,182,CD12,Cough or cold - No pneumonia  ,4189,Respiratory syncytial virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,u3CkZqMHfHP,"10-19Yrs, Female"
1210,182,CD12,Cough or cold - No pneumonia  ,4189,Respiratory syncytial virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,zh2zAaHyYQx,"0-28Dys, Male"
1211,182,CD12,Cough or cold - No pneumonia  ,4189,Respiratory syncytial virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,wDiX34aiw6i,"0-28Dys, Female"
1212,182,CD12,Cough or cold - No pneumonia  ,4190,Parainfluenza virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,F1rms8f9I9a,"5-9Yrs, Male"
1213,182,CD12,Cough or cold - No pneumonia  ,4190,Parainfluenza virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,Crc5reUlspd,"5-9Yrs, Female"
1214,182,CD12,Cough or cold - No pneumonia  ,4190,Parainfluenza virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,V2OuNTRI6ua,"29Dys-4Yrs, Male"
1215,182,CD12,Cough or cold - No pneumonia  ,4190,Parainfluenza virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,huBy3W5qiD2,"29Dys-4Yrs, Female"
1216,182,CD12,Cough or cold - No pneumonia  ,4190,Parainfluenza virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,dCKzhhINakS,"20+Yrs, Male"
1217,182,CD12,Cough or cold - No pneumonia  ,4190,Parainfluenza virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,XVHTeecEOM3,"20+Yrs, Female"
1218,182,CD12,Cough or cold - No pneumonia  ,4190,Parainfluenza virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,c7gvocRdg0f,"10-19Yrs, Male"
1219,182,CD12,Cough or cold - No pneumonia  ,4190,Parainfluenza virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,u3CkZqMHfHP,"10-19Yrs, Female"
1220,182,CD12,Cough or cold - No pneumonia  ,4190,Parainfluenza virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,zh2zAaHyYQx,"0-28Dys, Male"
1221,182,CD12,Cough or cold - No pneumonia  ,4190,Parainfluenza virus pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,wDiX34aiw6i,"0-28Dys, Female"
1222,182,CD12,Cough or cold - No pneumonia  ,4380,Abscess of lung with pneumonia,1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,F1rms8f9I9a,"5-9Yrs, Male"
1223,182,CD12,Cough or cold - No pneumonia  ,4217,"Bronchopneumonia, unspecified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,wDiX34aiw6i,"0-28Dys, Female"
1224,182,CD12,Cough or cold - No pneumonia  ,4217,"Bronchopneumonia, unspecified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,zh2zAaHyYQx,"0-28Dys, Male"
1225,182,CD12,Cough or cold - No pneumonia  ,4217,"Bronchopneumonia, unspecified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,u3CkZqMHfHP,"10-19Yrs, Female"
1226,182,CD12,Cough or cold - No pneumonia  ,4217,"Bronchopneumonia, unspecified",1.3.2,Other Infectious/Communicable Diseases,LR8778hLH8U,c7gvocRdg0f,"10-19Yrs, Male"
