id,dataset_id,dataset_code,dataset_name,dataelement_id,dataelement_code,dataelement_name,hmis_code
242,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Frr8PBtDifn,VS10A,Hepatitis B Viral load - Samples Referred,VS10
243,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),QADL6fJFoGZ,VS10C,Hepatitis B Viral load - Pending Results/Feedback,VS10
244,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Fn15HIXzWg9,VS11A,Hepatitis C Viral load - Samples Referred,VS11
245,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),OuUfsq2oCzQ,VS11C,Hepatitis C Viral load - Pending Results/Feedback,VS11
246,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),M2Tgala2egP,VS12A,"Hep BcAg, - Samples Referred",VS12
247,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),G0NxD60y255,VS12C,"Hep BcAg, - Pending Results/Feedback",VS12
248,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),tpGCsq755n7,VS13a,"HIV MDR, - Samples Referred",VS13
249,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),YHvInhasswm,VS13c,"HIV MDR, - Pending Results/Feedback",VS13
250,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),RY0qt9jp0nZ,VS14A,"VHFs (EBOLA, MARBUG)  - Samples Referred",VS14
251,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),bcU8Uyg4BwG,VS14C,"VHFs (EBOLA, MARBUG), - Pending Results/Feedback",VS14
252,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),tvOutAcRbNB,VS15a,"Cytology, - Samples Referred",VS15
253,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),ErsezpC2yVP,VS15c,"Cytology, - Pending Results/Feedback",VS15
254,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),S3PQSMMgwfn,VS16A,"Measles / Rubella, - Samples Referred",VS16
255,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),LWtgifxkOQg,VS16C,"Measles / Rubella, - Pending Results/Feedback",VS16
256,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),z11eXUduMTj,VS17a,Yellow fever - Samples Referred,VS17
257,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),KvLgrcwvZgW,VS17c,Yellow fever - Pending Results/Feedback,VS17
258,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),gwc2FljFEe2,VS18a,Rabies - Samples Referred,VS18
259,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),UvMyjP1sr4H,VS18c,Rabies - Pending Results/Feedback,VS18
260,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),tOsGLpfwUxE,VS19A,Typhoid Fever - Samples Referred,VS19
261,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),SkpUysoBjiU,VS19C,Typhoid Fever - Pending Results/Feedback,VS19
262,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),ro2teNSPV6w,VS20A,Cholera - Samples Referred,VS20
263,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),srFuDYplT9H,VS20C,Cholera - Pending Results/Feedback,VS20
264,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),RjVFFtBf0fQ,VS21A,Dysentery - Samples Referred,VS21
265,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),DKP8p4TuogU,VS21C,Dysentery - Pending Results/Feedback,VS21
266,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Fck9FzNPbwj,VS22A,Rota Virus - Samples Referred,VS22
267,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),USSX14ZROi8,VS22C,Rota Virus - Pending Results/Feedback,VS22
268,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),K66vr4DBIfd,VS23A,Meningitis - Samples Referred,VS23
269,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),T042dWDJUI4,VS23C,Meningitis - Pending Results/Feedback,VS23
270,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),w5I7khBBJaS,VS24A,Neonatal tetanus - Samples Referred,VS24
271,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),eX8nrnBi2Sv,VS24C,Neonatal tetanus - Pending Results/Feedback,VS24
272,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),DYQgUlAEiPn,VS25A,Plague - Samples Referred,VS25
273,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),p8EPIdnGpMD,VS25C,Plague - Pending Results/Feedback,VS25
274,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),kB8Qlz2IqMJ,VS26A,Isolates - Samples Referred,VS26
275,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),R8U2KwDlBp1,VS26C,Isolates - Pending Results/Feedback,VS26
276,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),VaLQ3ZEDyY7,VS27A,Viral Haemorrhagic Fevers (VHF) - Samples Referred,VS27
277,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),Dz8eF4R8wCZ,VS27C,Viral Haemorrhagic Fevers (VHF) - Pending Results/Feedback,VS27
278,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),ljSKKF2sS3S,VS28A,Animal Bites (suspected rabies) - Samples Referred,VS28
279,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),W7lV5TYWYwF,VS28C,Animal Bites (suspected rabies) - Pending Results,VS28
280,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),fjDk7C69bya,VS29A,Haemoparasites - Samples Referred,VS29
281,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),doKuLrlQO0v,VS29C,Haemoparasites - Pending Results/Feedback,VS29
282,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),EXX2b97lU8Q,VS30A,Intestinal parasites - Samples Referred,VS30
283,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),QqIkh4bVRpw,VS30C,Intestinal parasites - Pending Results/Feedback,VS30
284,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),U3PMfuxLkg1,VS31A,Tissue parasites - Samples Referred,VS31
285,quMWqLxzcfO,HMIS1055,HMIS 105:10 - OPD Monthly Report (Lab),vlCCIaDbkBw,VS31C,Tissue parasites - Pending Results/Feedback,VS31
