id,section_id,section_name,hmis_code,dataelement,hmis_name,dataset_id,dataset_code,dataset_name
118,1.3.9,Neuorological Disorders,NE15,IfoTV8gVfxQ,Others,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
119,1.3.10,Chronic Respiratory Diseases,CR01,USDfyVr5d8d,Asthma,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
120,1.3.10,Chronic Respiratory Diseases,CR02,rtuO5Gs04mL,Chronic Obstructive Pulmonary Disease (COPD),RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
121,1.3.10,Chronic Respiratory Diseases,CR03,bmIbiG4FGXU,Other Chronic Respiratory diseases,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
122,1.3.11,Cancers,CA01,z07394519Gs,Cervical Cancer,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
123,1.3.11,Cancers,CA02,NcwKTZiSNbS,Prostate Cancer ,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
124,1.3.11,Cancers,CA03,rw7ri7jcMHc,Breast Cancer ,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
125,1.3.11,Cancers,CA04,jK9hv9WZd2W,Lung Cancer,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
126,1.3.11,Cancers,CA05,fFBi8TFWlMA,Liver Cancer ,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
127,1.3.11,Cancers,CA07,o8vzaxdU5SJ,Colorectal Cancer,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
128,1.3.11,Cancers,CA08,wVlW6KD9LTM,Kaposi Sarcoma,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
129,1.3.11,Cancers,CA27,HSsqCydf68P,Other Cancers,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
130,1.3.12,Palliative,PC01A,QZRNFkshLLg, Number of patients that need palliative care - Cancer,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
131,1.3.12,Palliative,PC01B,jJv1Vd5ztKH, Number of patients that need palliative care - HIV/AIDS,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
132,1.3.12,Palliative,PC01C,yCiHlfP1BXq, Number of patients that need palliative care - Sickle Cell Disease,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
133,1.3.12,Palliative,PC01D,Fl8O8mnzymG, Number of patients that need palliative care - Others,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
134,1.3.12,Palliative,PC02A,IU4nrWWRJpJ, Number of new patients that received palliative care - Cancer,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
135,1.3.12,Palliative,PC02B,wQhGJkLlk9L, Number of new patients that received palliative care - HIV/AIDS,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
136,1.3.12,Palliative,PC02C,HjrQ7xEhXf4, Number of new patients that received palliative care- Sickle Cell Disease,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
137,1.3.12,Palliative,PC02D,sjh8UmoEarI, Number of new patients that received palliative care - Others,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
138,1.3.12,Palliative,PC03A,VM11wAgPmwD, Number of patients that received palliative care - Cancer,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
139,1.3.12,Palliative,PC03B,rTJubNqd2ua, Number of patients that received palliative care - HIV/AIDS,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
140,1.3.12,Palliative,PC03C,pCyTcI5ZasL, Number of patients that received palliative care - Sickle Cell Disease,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
141,1.3.12,Palliative,PC03D,rAlHZtS3O0K, Number of patients that received palliative care - Others,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
142,1.3.12,Palliative,PC04A,tDNmCcw68t1, Number of patients that received palliative care with a documented WHO performance status - Working (Adults) ,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
143,1.3.12,Palliative,PC04B,sRChk3UcSS3, Number of patients that received palliative care with a documented WHO performance status - Playing (Children) ,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
144,1.3.12,Palliative,PC04C,rhIiDgJMh43, Number of patients that received palliative care with a documented WHO performance status - Ambulant ,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
145,1.3.12,Palliative,PC04D,qSiLNVnbwpg, Number of patients that received palliative care with a documented WHO performance status - Bedridden ,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
146,1.3.12,Palliative,PC05,Vi1nAmj1Y0D,Number of patients that received palliative care and are on oral liquid morphine,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
147,1.3.12,Palliative,PC06,Bv5ThUANT2Q,Number of patients on palliative care who died during the month,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
148,1.3.14,Disabilities,DS02_2019,Qq2kwuGkiFH,Individuals with Albinism,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
149,1.3.14,Disabilities,DS05_2019,gyKuxbw1ONZ,Individuals with delayed age specific motor development,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
150,1.3.14,Disabilities,DS06_2019,KzSFtYtzc5B,Individuals with Dwarfism,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
151,1.3.14,Disabilities,DS07_2019,awqjtCY5VEb,Individuals with Difficulty understanding,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
152,1.3.14,Disabilities,DS08_2019,bAq38iUTsvR,Individuals with Difficulty in remembering,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
153,1.3.14,Disabilities,DS10_2019,Pqm6ZFmsEId,Individuals with Difficulty in writing,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
154,1.3.14,Disabilities,DS11_2019.,N2cNTWGuWCJ,Individuals with Difficulty in self-care,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
155,1.3.14,Disabilities,DS12_2019,Mo3s0kMNW8Y,Individuals with Mental impairment,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
156,1.3.14,Disabilities,DS13_2019,Aa3WFdlinZz,ndividuals with Emotional impairment,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
157,1.3.15,Cardiovascular,CV01,D94T0VqYF0u,Stroke/Cerebrovascular Accident(CVA),RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
158,1.3.15,Cardiovascular,CV02,hTBgki6DhH4,Hypertension,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
159,1.3.15,Cardiovascular,CV03,ZKUeHDVwJm9,Heart failure,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
160,1.3.15,Cardiovascular,CV04,gvdCqFYHQZy,Ischemic Heart Diseases,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
161,1.3.15,Cardiovascular,CV05,dDZOL6421KG,Rheumatic Heart Diseases,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
162,1.3.15,Cardiovascular,CV06,uPqlb2EjAa7,Congenital Heart Diseases,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
163,1.3.15,Cardiovascular,CV07,zWFDhtAHBa5,Other Cardiovascular Diseases,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
164,1.3.16,Renal Diseases,RD01,m2SYBC5Swuc,Acute Kidney Injury,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
165,1.3.16,Renal Diseases,RD02,DjJLhOIqbF1,Acute glomerulonephritis,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
166,1.3.16,Renal Diseases,RD03,D7olRuBhSSo,Nephrotic syndrome,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
167,1.3.16,Renal Diseases,RD08,J42h8FOaMEK,Uncomplicated UTI,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
168,1.3.16,Renal Diseases,RD09,k5eI8TukQmh,Complicated UTI,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
169,1.3.17,Liver Diseases,LD01,BVfYfrc4SHe,Liver Cirrhosis,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
170,1.3.17,Liver Diseases,LD02,d1tEiOfTaAX,Liver Abcess,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
171,1.3.17,Liver Diseases,LD06,bLurSIHHlHZ,Hepatitis A,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
172,1.3.17,Liver Diseases,LD07,QDCFpLxdbJe,Hepatitis B,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
173,1.3.17,Liver Diseases,LD08,Jut3HPICqMe,Hepatitis C,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
174,1.3.17,Liver Diseases,LD09,wEyMlJ9Vce9,Hepatitis D,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
175,1.3.17,Liver Diseases,LD10,LFH8bUaself,Hepatitis E,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
176,1.3.18,Endrocrine,EM01,GqvGVF75ihM,Diabetes mellitus,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
177,1.3.18,Endrocrine,EM02,pJfmRStn4K0,Thyroid Disease,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
178,1.3.18,Endrocrine,EM03,MEzrkozwq3F,Other Endocrine and Metabolic Diseases,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
179,1.3.19,Injuries,IN01,uxwJFKQu4TE,Jaw injuries,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
180,1.3.19,Injuries,IN02,bRYoCXTmJCB,Injuries due to Gender based violence,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
181,1.3.19,Injuries,IN02E,SLArYIbP3aI, Road Traffic Injuries - Others,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
182,1.3.19,Injuries,IN03,O7du4F9jOVw,Injuries (Trauma due to other causes),RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
183,1.3.19,Injuries,IN04A,XzmwRedvq4X, Animal bites - Domestic,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
184,1.3.19,Injuries,IN04B,rrBvaJRsH44, Animal bites - Wild,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
185,1.3.19,Injuries,IN05,A1ai9kREPra,Snake bites,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
186,1.3.19,Injuries,IN06,m7gI5QcfjBy,Insect bites,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
187,1.3.20,Minor Operations,MN01,Tt6Pc5jQbFa,Tooth extractions,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
188,1.3.20,Minor Operations,MN02,KzWysud4d7g,Dental Fillings,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
189,1.3.20,Minor Operations,MN03,wPvAkvR4dzH,Other Minor Operations,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
190,1.3.21,NTDs,NT01,SYLEs2c2hKy,Leishmaniasis,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
191,1.3.21,NTDs,NT02,fYuyFJVdxi4,Lymphatic Filariasis (hydrocele),RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
192,1.3.21,NTDs,NT03,oOw5p1KWSmT,Lymphatic Filariasis (Lympoedema),RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
193,1.3.21,NTDs,NT04,kERJYVPjUmY,Urinary Schistosomiasis,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
194,1.3.21,NTDs,NT05,rRlDbbcm4dp,Intestinal Schistosomiasis,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
195,1.3.21,NTDs,NT06,nkTDxxXrZZN,Onchocerciasis,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
196,1.3.22,Maternal Conditions,MC01,TvqHbq8AKc7,Abortions due to Gender-Based Violence (GBV),RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
197,1.3.22,Maternal Conditions,MC02,FlRxDBHWGid,Abortions due to other causes,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
198,1.3.22,Maternal Conditions,MC03,BnXSeyr1Er2,Malaria in pregnancy,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
199,1.3.22,Maternal Conditions,MC04,y69tjlYisfZ,High blood pressure in pregnancy,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
200,1.3.22,Maternal Conditions,MC05,tbCJrTyWu2S,Diabetes in Pregnancy,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
201,1.3.22,Maternal Conditions,MC06,TFfHVzlaZTw,Obstructed labour,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
202,1.3.22,Maternal Conditions,MC07,C74ipmVVinR,Puerperal sepsis,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
203,1.3.22,Maternal Conditions,MC08,Q0nQmQ8PMMm,sychosis of Postpartum onset,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
204,1.3.22,Maternal Conditions,MC09,iivetmgqm0X,Post Traumatic Stress Disorder of Postpartum onset,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
205,1.3.22,Maternal Conditions,MC10,Dem2BmAhrEl,Haemorrhage related to pregnancy (APH),RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
206,1.3.22,Maternal Conditions,MC11,pWZcOnKaoCa,Haemorrhage related to pregnancy,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
207,1.3.22,Maternal Conditions,MC12A,BvM8ByKmr33, Breast cancer - Total SCreened,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
208,1.3.22,Maternal Conditions,MC12B,CprWHgiXQbu, Breast cancer - Number with Breast Cancer,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
209,1.3.22,Maternal Conditions,MC13A,YkbQK1GlbAh, Cervical cancer - Total SCreened,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
210,1.3.22,Maternal Conditions,MC13B,zJqxJwj1IYw, Cervical cancer - Number with Cervical cancer,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
211,1.3.25,Emergency,ES01A,rCMRgiY6hwX, Number of emergency cases at the facility - Medical,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
212,1.3.25,Emergency,ES01B,M5Hpfrj54Ji, Number of emergency cases at the facility - Obstretric/gynaecology,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
213,1.3.25,Emergency,ES01C,NYFr2rCIZY6, Number of emergency cases at the facility - Surgical,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
214,1.3.25,Emergency,ES01D,AmxcGY2ULMQ, Number of emergency cases at the facility - Road Traffic Injuries,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
215,1.3.25,Emergency,ES02,NF20WeqeY8B,No. of Patients that received care at the scene of emergency,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
216,1.3.25,Emergency,ES03a,vj1YkrDXVUv, No. of emergency cases that arrived at the facility by - Ambulance,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
217,1.3.25,Emergency,ES03B,ou6tD32JxCB, No. of emergency cases that arrived at the facility by - Police Vehicle,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
218,1.3.25,Emergency,ES03C,f4EMPCsGIJS, No. of emergency cases that arrived at the facility by - Private Transportation,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
219,1.3.25,Emergency,ES04,bTrQT7XJULv,No. of patients accessing care within 1hr in an emergency unit,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
220,1.3.25,Emergency,ES05,LlqbDNxuUpK,Number of patients who develop complications within 24 hours after management/care,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
221,1.3.25,Emergency,ES06A,ftpuURXTWEA, Number of patients with hypoxemia -Total,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
222,1.3.25,Emergency,ES06B,NwQLr6lkdQ9, Number of patients with hypoxemia administered with oxygen,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
223,1.3.25,Emergency,ES07A,noF1xcq2d7b, Number of patients with external haemorrhages Total,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
224,1.3.25,Emergency,ES07B,bDBHlO3lNUW, Number of patients with external haemorrhages controlled,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
225,1.3.25,Emergency,ES08A,AbJ0YUCaLgd, Road Traffic Injuries - Motor Vehicle,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
226,1.3.25,Emergency,ES08B,sYJTvmD4xA8, Road Traffic Injuries - Motor Cycle,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
227,1.3.25,Emergency,ES08C,MflJ96PU8is, Road Traffic Injuries - Bicycle,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
228,1.3.25,Emergency,ES08D,ki5Ur2f6I2g, Road Traffic Injuries - Pedestrians,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
229,1.3.25,Emergency,ES09A,hCRvkCwYdvt,Death at unit - Medical emergencies,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
230,1.3.25,Emergency,ES09B,DM0iRlEZHKC,Death at unit - Obstetrics/gynaecology emergencies,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
231,1.3.25,Emergency,ES09C,fvsym3Qyfm8,Death at unit - Surgical emergencies,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
232,1.3.25,Emergency,ES09D,AsewPyxdNdf,Death at unit - Road traffic Injuries,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
233,1.3.25,Emergency,ES10A,HImppwnkzUk,Tetanus vaccination for Tetanus,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
234,1.3.25,Emergency,ES10B,BzUZJxAUTUz,Tetanus vaccination for Rabies,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
235,1.3.25,Emergency,ES10C,xXH2F95AnL4, Number of Patients receiving vaccination for - Anti Venom,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
236,1.3.26,TB Screening,TP01A,LwMHVYBkzx9, No. screened for TB-OPD,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
237,1.3.26,TB Screening,TP01B,a3dXGbUg8HC, No. of presumptive TB cases identified-OPD,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
238,1.3.26,TB Screening,TP01C,EeU4Ufn8MS2, No. of presumptive diagnosed with TB-OPD,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
239,1.3.26,TB Screening,TP02A,wcEQfD9THHr, No. screened for TB-ART,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
240,1.3.26,TB Screening,TP02B,WIYUYqtiWNW, No. of presumptive TB cases identified-ART,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
241,1.3.26,TB Screening,TP02C,mPDuv5MQg4A, No. of presumptive diagnosed with TB-ART,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
242,1.3.26,TB Screening,TP03A,ch5q99o2gIh, No. screened for TB from Outreaches,RtEYsASU7PG,HMIS1051,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)"
