"id","section_id","section_name","hmis_code","hmis_name","disease_id","five_character_icd_code","four_character_icd_code","disease_name","simplified_name"
873,"1.3.21","1.3.21 Maternal conditions",MC06,Obstructed labour,6753,O66,O66,Other obstructed labour,''
874,"1.3.21","1.3.21 Maternal conditions",MC06,Obstructed labour,6754,O66.0,O660,Obstructed labour due to shoulder dystocia,"Impacted shoulders, "
875,"1.3.21","1.3.21 Maternal conditions",MC06,Obstructed labour,6755,O66.1,O661,Obstructed labour due to locked twins,''
876,"1.3.21","1.3.21 Maternal conditions",MC06,Obstructed labour,6756,O66.2,O662,Obstructed labour due to unusually large fetus,''
877,"1.3.21","1.3.21 Maternal conditions",MC06,Obstructed labour,6757,O66.3,O663,Obstructed labour due to other abnormalities of fetus,"Dystocia due to: conjoined twins, Dystocia due to: fetal: ascites, Dystocia due to: fetal: hydrops, Dystocia due to: fetal: meningomyelocele, Dystocia due to: fetal: sacral teratoma, Dystocia due to: fetal: tumour, Dystocia due to: hydrocephalic fetus, "
879,"1.3.21","1.3.21 Maternal conditions",MC09,Haemorrhage related to pregnancy (PPH),6802,O72.2,O722,Delayed and secondary postpartum haemorrhage,"Retained placenta with haemorrhage, Haemorrhage associated with retained portions of placenta or membranes, Retained products of conception NOS, following delivery, "
882,"1.3.21","1.3.21 Maternal conditions",MC04,Malaria in pregnancy,6934,O98.9,O989,"Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium",''
883,"1.3.21","1.3.21 Maternal conditions",MC01,Abortions due to Gender-Based Violence (GBV),11602,Z33,Z33,"Pregnant state, incidental","Pregnant state NOS, "
884,"1.3.22","1.3.22 Other OPD conditions",OP02,Other Diagnoses (specify priority diseases for District),10721,V93.2,V932,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Fishing boat",""
885,"1.3.22","1.3.22 Other OPD conditions",OP02,Other Diagnoses (specify priority diseases for District),12165,R95.0,R950,Sudden infant death syndrome with mention of autopsy,''
886,"1.3.22","1.3.22 Other OPD conditions",OP01,All Others,10770,W08,W08,Fall involving other furniture,''
887,"1.3.22","1.3.22 Other OPD conditions",DT01,Deaths in OPD,8428,R96,R96,"Other sudden death, cause unknown",''
888,"1.3.22","1.3.22 Other OPD conditions",OP01,All Others,12010,Z88.2,Z882,Personal history of allergy to sulfonamides,''
889,"1.3.9 ","1.3.9 Neurological Disorders",NE14,Conduct disorders,2829,F92.0,F920,Depressive conduct disorder,"Conduct disorder in F91.- associated with depressive disorder in F32.-, "
890,"1.3.9 ","1.3.9 Neurological Disorders",NE14,Conduct disorders,2827,F91.9,F919,"Conduct disorder, unspecified","Childhood: behavioural disorder NOS, Childhood: conduct disorder NOS, "
891,"1.3.9 ","1.3.9 Neurological Disorders",NE14,Conduct disorders,2826,F91.8,F918,Other conduct disorders,''
892,"1.3.9 ","1.3.9 Neurological Disorders",NE03,Parkinson's disease,2944,G25,G25,Other extrapyramidal and movement disorders,''
893,"1.3.9 ","1.3.9 Neurological Disorders",NE03,Parkinson's disease,2954,G26,G26,Extrapyramidal and movement disorders in diseases classified elsewhere,''
894,"1.3.9 ","1.3.9 Neurological Disorders",NE14,Conduct disorders,2824,F91.2,F912,Socialized conduct disorder,"Conduct disorder, group type, Group delinquency, Offences in the context of gang membership, Stealing in company with others, Truancy from school, "
895,"1.3.9 ","1.3.9 Neurological Disorders",NE14,Conduct disorders,2823,F91.1,F911,Unsocialized conduct disorder,"Conduct disorder, solitary aggressive type, Unsocialized aggressive disorder, "
896,"1.3.9 ","1.3.9 Neurological Disorders",NE14,Conduct disorders,2822,F91.0,F910,Conduct disorder confined to the family context,''
897,"1.3.9 ","1.3.9 Neurological Disorders",NE14,Conduct disorders,2821,F91,F91,Conduct disorders,''
898,"1.3.9 ","1.3.9 Neurological Disorders",NE21,Attempted Suicide / Self Harm,11375,Y87.0,Y870,Sequelae of intentional self-harm,''
899,"1.3.9 ","1.3.9 Neurological Disorders",NE06,Speech disorders due to Head Injuries (penetrating or closed),2792,F80.2,F802,Receptive language disorder,"Congenital auditory imperception, Developmental: dysphasia or aphasia, receptive type, Developmental: Wernicke aphasia, Word deafness, "
900,"1.3.9 ","1.3.9 Neurological Disorders",NE21,Attempted Suicide / Self Harm,11191,Y57.4,Y574,Pharmaceutical excipients,''
901,"1.3.9 ","1.3.9 Neurological Disorders",NE06,Speech disorders due to Head Injuries (penetrating or closed),2791,F80.1,F801,Expressive language disorder,"Developmental dysphasia or aphasia, expressive type, "
902,"1.3.9 ","1.3.9 Neurological Disorders",NE16,Somatoform disorders,2658,F45,F45,Somatoform disorders,''
903,"1.3.9 ","1.3.9 Neurological Disorders",NE20,Mental illness due other Medical / Surgical conditions,2579,F29,F29,Unspecified nonorganic psychosis,"Psychosis NOS, "
904,"1.3.9 ","1.3.9 Neurological Disorders",NE06,Speech disorders due to Head Injuries (penetrating or closed),2790,F80.0,F800,Specific speech articulation disorder,"Developmental: phonological disorder, Developmental: speech articulation disorder, Dyslalia, Functional speech articulation disorder, Lalling, "
905,"1.3.9 ","1.3.9 Neurological Disorders",NE19,Other childhood mental Disorders,2820,F90.9,F909,"Hyperkinetic disorder, unspecified","Hyperkinetic reaction of childhood or adolescence NOS, Hyperkinetic syndrome NOS, "
906,"1.3.9 ","1.3.9 Neurological Disorders",NE06,Speech disorders due to Head Injuries (penetrating or closed),2795,F80.9,F809,"Developmental disorder of speech and language, unspecified","Language disorder NOS, "
907,"1.3.9 ","1.3.9 Neurological Disorders",NE16,Somatoform disorders,2660,F45.1,F451,Undifferentiated somatoform disorder,"Undifferentiated psychosomatic disorder, "
908,"1.3.9 ","1.3.9 Neurological Disorders",NE13,Learning Disability,2797,F81.0,F810,Specific reading disorder,"Backward reading"", Developmental dyslexia, Specific reading retardation, """
909,"1.3.9 ","1.3.9 Neurological Disorders",NE12,Attention Deficit Hyperactivity disorder (ADHD),2820,F90.9,F909,"Hyperkinetic disorder, unspecified","Hyperkinetic reaction of childhood or adolescence NOS, Hyperkinetic syndrome NOS, "
910,"1.3.9 ","1.3.9 Neurological Disorders",NE21,Attempted Suicide / Self Harm,10937,X84,X84,Intentional self-harm by unspecified means,"Attempted suicide, "
911,"1.3.9 ","1.3.9 Neurological Disorders",NE12,Attention Deficit Hyperactivity disorder (ADHD),2819,F90.8,F908,Other hyperkinetic disorders,''
912,"1.3.9 ","1.3.9 Neurological Disorders",NE21,Attempted Suicide / Self Harm,10936,X83,X83,Intentional self-harm by other specified means,"intentional self-harm by: caustic substances, except poisoning, intentional self-harm by: crashing of aircraft, intentional self-harm by: electrocution, "
913,"1.3.9 ","1.3.9 Neurological Disorders",NE11,Child abuse and neglect,11830,Z61.5,Z615,Problems related to alleged sexual abuse of child by person outside primary support group,''
914,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,2686,F51.5,F515,Nightmares,"Dream anxiety disorder, "
915,"1.3.9 ","1.3.9 Neurological Disorders",NE19,Other childhood mental Disorders,2819,F90.8,F908,Other hyperkinetic disorders,''
916,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,3036,G47.2,G472,Disorders of the sleep-wake schedule,"Delayed sleep phase syndrome, Irregular sleep-wake pattern, "
917,"1.3.9 ","1.3.9 Neurological Disorders",NE11,Child abuse and neglect,11831,Z61.6,Z616,Problems related to alleged physical abuse of child,''
918,"1.3.9 ","1.3.9 Neurological Disorders",NE03,Parkinson's disease,2953,G25.9,G259,"Extrapyramidal and movement disorder, unspecified",''
919,"1.3.9 ","1.3.9 Neurological Disorders",NE15,"Eating disorders (anorexia, Bulimia, other feeding)",2679,F50.9,F509,"Eating disorder, unspecified",''
920,"1.3.9 ","1.3.9 Neurological Disorders",NE12,Attention Deficit Hyperactivity disorder (ADHD),2818,F90.1,F901,Hyperkinetic conduct disorder,"Hyperkinetic disorder associated with conduct disorder, "
921,"1.3.9 ","1.3.9 Neurological Disorders",NE21,Attempted Suicide / Self Harm,10935,X82,X82,Intentional self-harm by crashing of motor vehicle,"intentional collision with: motor vehicle, intentional collision with: train, intentional collision with: tram (streetcar), "
923,"1.3.9 ","1.3.9 Neurological Disorders",NE15,"Eating disorders (anorexia, Bulimia, other feeding)",2854,F98.2,F982,Feeding disorder of infancy and childhood,"Rumination disorder of infancy, "
924,"1.3.9 ","1.3.9 Neurological Disorders",NE18,Enuresis / Encopresis,2853,F98.1,F981,Nonorganic encopresis,"Functional encopresis, Incontinence of faeces of nonorganic origin, Psychogenic encopresis, "
925,"1.3.9 ","1.3.9 Neurological Disorders",NE21,Attempted Suicide / Self Harm,11374,Y87,Y87,"Sequelae of intentional self-harm, assault and events of undetermined intent",''
926,"1.3.9 ","1.3.9 Neurological Disorders",NE18,Enuresis / Encopresis,2852,F98.0,F980,Nonorganic enuresis,"Enuresis (primary)(secondary) of nonorganic origin, Functional enuresis, Psychogenic enuresis, Urinary incontinence of nonorganic origin, "
927,"1.3.9 ","1.3.9 Neurological Disorders",NE13,Learning Disability,2799,F81.2,F812,Specific disorder of arithmetical skills,"Developmental: acalculia, Developmental: arithmetical disorder, Developmental: Gerstmann syndrome, "
928,"1.3.9 ","1.3.9 Neurological Disorders",NE13,Learning Disability,2800,F81.3,F813,Mixed disorder of scholastic skills,''
929,"1.3.9 ","1.3.9 Neurological Disorders",NE11,Child abuse and neglect,11840,Z62.4,Z624,Emotional neglect of child,''
930,"1.3.9 ","1.3.9 Neurological Disorders",NE14,Conduct disorders,2818,F90.1,F901,Hyperkinetic conduct disorder,"Hyperkinetic disorder associated with conduct disorder, "
931,"1.3.9 ","1.3.9 Neurological Disorders",NE16,Somatoform disorders,2663,F45.4,F454,Persistent somatoform pain disorder,"Psychalgia, Psychogenic: backache, Psychogenic: headache, Somatoform pain disorder, "
932,"1.3.9 ","1.3.9 Neurological Disorders",NE09,Down Syndrome (DS),7960,Q90,Q90,Down syndrome,''
933,"1.3.9 ","1.3.9 Neurological Disorders",NE09,Down Syndrome (DS),7964,Q90.9,Q909,"Down syndrome, unspecified","Trisomy 21 NOS, "
934,"1.3.9 ","1.3.9 Neurological Disorders",NE21,Attempted Suicide / Self Harm,12045,Z91.5,Z915,Personal history of self-harm,"Parasuicide, Self-poisoning, Suicide attempt, "
935,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,2684,F51.3,F513,Sleepwalking [somnambulism],''
936,"1.3.9 ","1.3.9 Neurological Disorders",NE12,Attention Deficit Hyperactivity disorder (ADHD),2817,F90.0,F900,Disturbance of activity and attention,"Attention deficit: disorder with hyperactivity, Attention deficit: hyperactivity disorder, Attention deficit: syndrome with hyperactivity, "
937,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,2681,F51.0,F510,Nonorganic insomnia,''
938,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,3039,G47.8,G478,Other sleep disorders,"Kleine-Levin syndrome, "
939,"1.3.9 ","1.3.9 Neurological Disorders",NE16,Somatoform disorders,2664,F45.8,F458,Other somatoform disorders,"Psychogenic: dysmenorrhoea, Psychogenic: dysphagia, including globus hystericus"", Psychogenic: pruritus, Psychogenic: torticollis, Teeth-grinding, """
940,"1.3.9 ","1.3.9 Neurological Disorders",NE16,Somatoform disorders,2665,F45.9,F459,"Somatoform disorder, unspecified","Psychosomatic disorder NOS, "
941,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,3035,G47.1,G471,Disorders of excessive somnolence [hypersomnias],''
942,"1.3.9 ","1.3.9 Neurological Disorders",NE15,"Eating disorders (anorexia, Bulimia, other feeding)",2671,F50,F50,Eating disorders,''
943,"1.3.9 ","1.3.9 Neurological Disorders",NE15,"Eating disorders (anorexia, Bulimia, other feeding)",2674,F50.2,F502,Bulimia nervosa,"Bulimia NOS, Hyperorexia nervosa, "
944,"1.3.9 ","1.3.9 Neurological Disorders",NE15,"Eating disorders (anorexia, Bulimia, other feeding)",2678,F50.8,F508,Other eating disorders,"Pica in adults, Psychogenic loss of appetite, "
945,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,3037,G47.3,G473,Sleep apnoea,"Sleep apnoea: central, Sleep apnoea: obstructive, "
946,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,3040,G47.9,G479,"Sleep disorder, unspecified",''
947,"1.3.9 ","1.3.9 Neurological Disorders",NE07,Persons in Coma / Emergency Care,8168,R40.2,R402,"Coma, unspecified","Unconsciousness NOS, "
948,"1.3.9 ","1.3.9 Neurological Disorders",NE01,Aphasia or Loss of Language due to stroke,8208,R47.0,R470,Dysphasia and aphasia,''
949,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,3038,G47.4,G474,Narcolepsy and cataplexy,''
950,"1.3.9 ","1.3.9 Neurological Disorders",NE21,Attempted Suicide / Self Harm,10934,X81,X81,Intentional self-harm by jumping or lying before moving object,''
951,"1.3.9 ","1.3.9 Neurological Disorders",NE13,Learning Disability,2801,F81.8,F818,Other developmental disorders of scholastic skills,"Developmental expressive writing disorder, "
952,"1.3.9 ","1.3.9 Neurological Disorders",NE04,Dementia or excessive forgetfulness due to advanced age,2429,F06.7,F067,Mild cognitive disorder,''
953,"1.3.9 ","1.3.9 Neurological Disorders",NE21,Attempted Suicide / Self Harm,11860,Z64.3,Z643,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful,''
954,"1.3.9 ","1.3.9 Neurological Disorders",NE15,"Eating disorders (anorexia, Bulimia, other feeding)",8261,R63.0,R630,Anorexia,"Loss of appetite, "
955,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,3034,G47.0,G470,Disorders of initiating and maintaining sleep [insomnias],''
956,"1.3.9 ","1.3.9 Neurological Disorders",NE19,Other childhood mental Disorders,2816,F90,F90,Hyperkinetic disorders,''
957,"1.3.9 ","1.3.9 Neurological Disorders",NE12,Attention Deficit Hyperactivity disorder (ADHD),2816,F90,F90,Hyperkinetic disorders,''
958,"1.3.9 ","1.3.9 Neurological Disorders",NE13,Learning Disability,2802,F81.9,F819,"Developmental disorder of scholastic skills, unspecified","Knowledge acquisition disability NOS, Learning: disability NOS, Learning: disorder NOS, "
959,"1.3.9 ","1.3.9 Neurological Disorders",NE17,Sleeping Disorders,2682,F51.1,F511,Nonorganic hypersomnia,''
1002,"1.3.12","1.3.12 Physiotherapy",PT15,Congenital abnormalities,7959,Q89.9,Q899,"Congenital malformation, unspecified","Congenital: anomaly NOS, Congenital: deformity NOS, "
1003,"1.3.12","1.3.12 Physiotherapy",PT05,Chest trauma/Injury,8067,R07,R07,Pain in throat and chest,''
1004,"1.3.12","1.3.12 Physiotherapy",PT05,Chest trauma/Injury,8069,R07.1,R071,Chest pain on breathing,"Painful respiration, "
960,"1.3.9 ","1.3.9 Neurological Disorders",NE16,Somatoform disorders,2662,F45.3,F453,Somatoform autonomic dysfunction,"Cardiac neurosis, Da Costa syndrome, Gastric neurosis, Neurocirculatory asthenia, Psychogenic forms of: aerophagy, Psychogenic forms of: cough, Psychogenic forms of: diarrhoea, Psychogenic forms of: dyspepsia, Psychogenic forms of: dysuria, Psychogenic forms of: flatulence, Psychogenic forms of: hiccough, Psychogenic forms of: hyperventilation, Psychogenic forms of: increased frequency of micturition, Psychogenic forms of: irritable bowel syndrome, Psychogenic forms of: pylorospasm, "
961,"1.3.9 ","1.3.9 Neurological Disorders",NE05,Amyotrophic Lateral Sclerosis (ALS),2910,G12.2,G122,Motor neuron disease,"Amyotrophic lateral sclerosis (ALS), Familial motor neuron disease, Lateral sclerosis: amyotrophic, Lateral sclerosis: primary, Progressive: bulbar palsy, Progressive: spinal muscular atrophy, "
962,"1.3.9 ","1.3.9 Neurological Disorders",NE03,Parkinson's disease,2952,G25.8,G258,Other specified extrapyramidal and movement disorders,"Akathisia (drug-induced) (treatment-induced), Restless legs syndrome, Stiff-man syndrome, "
963,"1.3.9 ","1.3.9 Neurological Disorders",NE21,Attempted Suicide / Self Harm,11859,Z64.2,Z642,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful",''
964,"1.3.9 ","1.3.9 Neurological Disorders",NE13,Learning Disability,2798,F81.1,F811,Specific spelling disorder,"Specific spelling retardation (without reading disorder), "
965,"1.3.23","1.3.23. Risky Behaviours",RB03,Tobacco exposure,11801,Z58.7,Z587,Exposure to tobacco smoke,"Passive smoking, "
966,"1.3.23","1.3.23. Risky Behaviours",RB01,Alcohol use,11891,Z72.1,Z721,Alcohol use,''
967,"1.3.23","1.3.23. Risky Behaviours",RB02,Tobacco use,11890,Z72.0,Z720,Tobacco use,''
968,"1.3.12","1.3.12 Physiotherapy",PT13,Altered Posture and gait,8135,R26.1,R261,Paralytic gait,"Spastic gait, "
969,"1.3.12","1.3.12 Physiotherapy",PT08,Upper Motor Neuron Lesions (UMN),2910,G12.2,G122,Motor neuron disease,"Amyotrophic lateral sclerosis (ALS), Familial motor neuron disease, Lateral sclerosis: amyotrophic, Lateral sclerosis: primary, Progressive: bulbar palsy, Progressive: spinal muscular atrophy, "
970,"1.3.12","1.3.12 Physiotherapy",PT17,Lymph oedema,4127,I89.0,I890,"Lymphoedema, not elsewhere classified","Lymphangiectasis, "
971,"1.3.12","1.3.12 Physiotherapy",PT17,Lymph oedema,4140,I97.2,I972,Postmastectomy lymphoedema syndrome,"Elephantiasis due to mastectomy, Obliteration of lymphatic vessels due to mastectomy, "
972,"1.3.12","1.3.12 Physiotherapy",PT04,Chronic respiratory diseases,4355,J68.4,J684,"Chronic respiratory conditions due to chemicals, gases, fumes and vapours","Emphysema (diffuse)(chronic) due to inhalation of chemicals, gases, fumes and vapours, Obliterative bronchiolitis (chronic)(subacute) due to inhalation of chemicals, gases, fumes and vapours, Pulmonary fibrosis (chronic) due to inhalation of chemicals, gases, fumes and vapours, "
973,"1.3.12","1.3.12 Physiotherapy",PT04,Chronic respiratory diseases,4413,J96.1,J961,Chronic respiratory failure,''
974,"1.3.12","1.3.12 Physiotherapy",PT02,Joint dysfunction,5491,M24,M24,Other specific joint derangements,''
975,"1.3.12","1.3.12 Physiotherapy",PT02,Joint dysfunction,5500,M24.8,M248,"Other specific joint derangements, not elsewhere classified",''
976,"1.3.12","1.3.12 Physiotherapy",PT02,Joint dysfunction,5501,M24.9,M249,"Joint derangement, unspecified",''
977,"1.3.12","1.3.12 Physiotherapy",PT02,Joint dysfunction,5511,M25.8,M258,Other specified joint disorders,''
978,"1.3.12","1.3.12 Physiotherapy",PT02,Joint dysfunction,5512,M25.9,M259,"Joint disorder, unspecified",''
979,"1.3.12","1.3.12 Physiotherapy",PT01,Muscular disorders,5682,M62.9,M629,"Disorder of muscle, unspecified",''
980,"1.3.12","1.3.12 Physiotherapy",PT03,Soft tissue injuries,5776,M79,M79,"Other soft tissue disorders, not elsewhere classified",''
981,"1.3.12","1.3.12 Physiotherapy",PT14,Injection Neuritis/Acute flaccid paralysis,5779,M79.2,M792,"Neuralgia and neuritis, unspecified",''
982,"1.3.12","1.3.12 Physiotherapy",PT03,Soft tissue injuries,5785,M79.8,M798,Other specified soft tissue disorders,''
983,"1.3.12","1.3.12 Physiotherapy",PT03,Soft tissue injuries,5786,M79.9,M799,"Soft tissue disorder, unspecified",Soft Tissue Injury
984,"1.3.12","1.3.12 Physiotherapy",PT05,Chest trauma/Injury,5914,M95.4,M954,Acquired deformity of chest and rib,''
985,"1.3.12","1.3.12 Physiotherapy",PT11,Gynaecological obstetric and urogenital conditions,6385,N91.1,N911,Secondary amenorrhoea,''
986,"1.3.12","1.3.12 Physiotherapy",PT11,Gynaecological obstetric and urogenital conditions,6388,N91.4,N914,Secondary oligomenorrhoea,''
987,"1.3.12","1.3.12 Physiotherapy",PT11,Gynaecological obstetric and urogenital conditions,6408,N94.5,N945,Secondary dysmenorrhoea,''
988,"1.3.12","1.3.12 Physiotherapy",PT04,Chronic respiratory diseases,7102,P27,P27,Chronic respiratory disease originating in the perinatal period,''
989,"1.3.12","1.3.12 Physiotherapy",PT04,Chronic respiratory diseases,7105,P27.8,P278,Other chronic respiratory diseases originating in the perinatal period,"Congenital pulmonary fibrosis, Ventilator lung in newborn, "
990,"1.3.12","1.3.12 Physiotherapy",PT04,Chronic respiratory diseases,7106,P27.9,P279,Unspecified chronic respiratory disease originating in the perinatal period,''
991,"1.3.12","1.3.12 Physiotherapy",PT19,Others,2707,F59,F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,"Psychogenic physiological dysfunction NOS, "
992,"1.3.12","1.3.12 Physiotherapy",PT05,Chest trauma/Injury,7780,Q67,Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",''
993,"1.3.12","1.3.12 Physiotherapy",PT05,Chest trauma/Injury,7789,Q67.8,Q678,Other congenital deformities of chest,"Congenital deformity of chest wall NOS, "
994,"1.3.12","1.3.12 Physiotherapy",PT15,Congenital abnormalities,7812,Q71.1,Q711,Congenital absence of upper arm and forearm with hand present,''
995,"1.3.12","1.3.12 Physiotherapy",PT15,Congenital abnormalities,7813,Q71.2,Q712,Congenital absence of both forearm and hand,''
996,"1.3.12","1.3.12 Physiotherapy",PT15,Congenital abnormalities,7814,Q71.3,Q713,Congenital absence of hand and finger(s),''
997,"1.3.12","1.3.12 Physiotherapy",PT15,Congenital abnormalities,7823,Q72.2,Q722,Congenital absence of both lower leg and foot,''
998,"1.3.12","1.3.12 Physiotherapy",PT15,Congenital abnormalities,7824,Q72.3,Q723,Congenital absence of foot and toe(s),''
999,"1.3.12","1.3.12 Physiotherapy",PT15,Congenital abnormalities,7832,Q73.0,Q730,Congenital absence of unspecified limb(s),"Amelia NOS, "
1000,"1.3.12","1.3.12 Physiotherapy",PT17,Lymph oedema,7908,Q82.0,Q820,Hereditary lymphoedema,''
1001,"1.3.12","1.3.12 Physiotherapy",PT09,Facial palsy,7944,Q87.0,Q870,Congenital malformation syndromes predominantly affecting facial appearance,"Acrocephalopolysyndactyly, Acrocephalosyndactyly [Apert], Cryptophthalmos syndrome, Cyclopia, Syndrome: Goldenhar, Syndrome: Moebius, Syndrome: oro-facial-digital, Syndrome: Robin, Whistling face, "
1007,"1.3.12","1.3.12 Physiotherapy",PT13,Altered Posture and gait,8133,R26,R26,Abnormalities of gait and mobility,''
1008,"1.3.12","1.3.12 Physiotherapy",PT13,Altered Posture and gait,8134,R26.0,R260,Ataxic gait,"Staggering gait, "
1009,"1.3.12","1.3.12 Physiotherapy",PT13,Altered Posture and gait,8138,R26.8,R268,Other and unspecified abnormalities of gait and mobility,"Unsteadiness on feet NOS, "
1010,"1.3.12","1.3.12 Physiotherapy",PT13,Altered Posture and gait,8146,R29.3,R293,Abnormal posture,''
1011,"1.3.12","1.3.12 Physiotherapy",PT19,Others,8256,R62,R62,Lack of expected normal physiological development,''
1012,"1.3.12","1.3.12 Physiotherapy",PT19,Others,8258,R62.8,R628,Other lack of expected normal physiological development,"Failure to: gain weight, Failure to: thrive, Infantilism NOS, Lack of growth, Physical retardation, "
1013,"1.3.12","1.3.12 Physiotherapy",PT09,Facial palsy,8453,S02,S02,Fracture of skull and facial bones,''
1014,"1.3.12","1.3.12 Physiotherapy",PT09,Facial palsy,8461,S02.7,S027,Multiple fractures involving skull and facial bones,''
1015,"1.3.12","1.3.12 Physiotherapy",PT09,Facial palsy,8462,S02.8,S028,Fractures of other skull and facial bones,"Alveolus, Orbit NOS, Palate, "
1016,"1.3.12","1.3.12 Physiotherapy",PT08,Upper Motor Neuron Lesions (UMN),8473,S04.1,S041,Injury of oculomotor nerve,"3rd cranial nerve, "
1017,"1.3.12","1.3.12 Physiotherapy",PT09,Facial palsy,8477,S04.5,S045,Injury of facial nerve,"7th cranial nerve, "
1018,"1.3.12","1.3.12 Physiotherapy",PT16,"Spine disorders e.g neck, thoracic, lumber, coccygeal pains",8541,S13,S13,"Dislocation, sprain and strain of joints and ligaments at neck level",''
1019,"1.3.12","1.3.12 Physiotherapy",PT16,"Spine disorders e.g neck, thoracic, lumber, coccygeal pains",8562,S15.7,S157,Injury of multiple blood vessels at neck level,''
1020,"1.3.12","1.3.12 Physiotherapy",PT05,Chest trauma/Injury,8596,S22.5,S225,Flail chest,''
1021,"1.3.12","1.3.12 Physiotherapy",PT05,Chest trauma/Injury,8640,S28.0,S280,Crushed chest,''
1022,"1.3.12","1.3.12 Physiotherapy",PT16,"Spine disorders e.g neck, thoracic, lumber, coccygeal pains",8663,S32,S32,Fracture of lumbar spine and pelvis,"lumbosacral: neural arch, lumbosacral: spinous process, lumbosacral: transverse process, lumbosacral: vertebra, lumbosacral: vertebral arch, "
1023,"1.3.12","1.3.12 Physiotherapy",PT16,"Spine disorders e.g neck, thoracic, lumber, coccygeal pains",8670,S32.7,S327,Multiple fractures of lumbar spine and pelvis,''
1024,"1.3.12","1.3.12 Physiotherapy",PT16,"Spine disorders e.g neck, thoracic, lumber, coccygeal pains",8672,S33,S33,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",''
1025,"1.3.12","1.3.12 Physiotherapy",PT16,"Spine disorders e.g neck, thoracic, lumber, coccygeal pains",8680,S33.7,S337,Sprain and strain of other and unspecified parts of lumbar spine and pelvis,''
1026,"1.3.12","1.3.12 Physiotherapy",PT06,Paralysis due to spinal cord injury and other diseases,8682,S34.0,S340,Concussion and oedema of lumbar spinal cord,''
1027,"1.3.12","1.3.12 Physiotherapy",PT06,Paralysis due to spinal cord injury and other diseases,8683,S34.1,S341,Other injury of lumbar spinal cord,''
1028,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9171,T05,T05,Traumatic amputations involving multiple body regions,"avulsion involving multiple body regions, "
1029,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9172,T05.0,T050,Traumatic amputation of both hands,''
1030,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9173,T05.1,T051,"Traumatic amputation of one hand and other arm [any level, except hand]",''
1031,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9174,T05.2,T052,Traumatic amputation of both arms [any level],''
1032,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9175,T05.3,T053,Traumatic amputation of both feet,''
1033,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9178,T05.6,T056,"Traumatic amputation of upper and lower limbs, any combination [any level]",''
1034,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9179,T05.8,T058,Traumatic amputations involving other combinations of body regions,"Transection of: abdomen, Transection of: thorax, "
1035,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9180,T05.9,T059,"Multiple traumatic amputations, unspecified",''
1036,"1.3.12","1.3.12 Physiotherapy",PT06,Paralysis due to spinal cord injury and other diseases,9182,T06.0,T060,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level,"Injuries classifiable to S04.- and S06.- with injuries classifiable to S14.-, "
1037,"1.3.12","1.3.12 Physiotherapy",PT06,Paralysis due to spinal cord injury and other diseases,9183,T06.1,T061,Injuries of nerves and spinal cord involving other multiple body regions,''
1038,"1.3.12","1.3.12 Physiotherapy",PT16,"Spine disorders e.g neck, thoracic, lumber, coccygeal pains",9191,T09,T09,"Other injuries of spine and trunk, level unspecified",''
1039,"1.3.12","1.3.12 Physiotherapy",PT06,Paralysis due to spinal cord injury and other diseases,9195,T09.3,T093,"Injury of spinal cord, level unspecified",''
1040,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9198,T09.6,T096,"Traumatic amputation of trunk, level unspecified",''
1041,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9209,T11.6,T116,"Traumatic amputation of upper limb, level unspecified","Traumatic amputation of arm NOS, "
1042,"1.3.12","1.3.12 Physiotherapy",PT12,Amputee,9220,T13.6,T136,"Traumatic amputation of lower limb, level unspecified","Traumatic amputation of leg NOS, "
