hmis_id,hmis_code,hmis_name,hmis_section,hmis_section_id,dhis2_dataElement_id,dhis2_code,dhis2_name,dhis2_shortName,dhis2_dataset,dhis2_categoryCombo_id,dhis2_categoryOptionCombo_id,dhis2_categoryOptionCombo_name
206,MC02,Abortions due to other causes,Maternal conditions,1.3.22,FlRxDBHWGid,105-MC02,105-MC02. Abortions due to other causes,105-MC02. Abortions due to other causes,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
207,MC03,Malaria in pregnancy,Maternal conditions,1.3.22,BnXSeyr1Er2,105-MC03,105-MC03. Malaria in pregnancy,105-MC03. Malaria in pregnancy,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
208,MC04,High blood pressure in pregnancy,Maternal conditions,1.3.22,y69tjlYisfZ,105-MC04,105-MC04. High blood pressure in pregnancy,105-MC04. High blood pressure in pregnancy,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
209,MC05,Diabetes in Pregnancy,Maternal conditions,1.3.22,tbCJrTyWu2S,105-MC05,105-MC05. Diabetes in Pregnancy,105-MC05. Diabetes in Pregnancy,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
210,MC06,Obstructed labour,Maternal conditions,1.3.22,TFfHVzlaZTw,105-MC06,105-MC06. Obstructed labour,105-MC06. Obstructed labour,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
211,MC07,Puerperal sepsis,Maternal conditions,1.3.22,C74ipmVVinR,105-MC07,105-MC07. Puerperal sepsis,105-MC07. Puerperal sepsis,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
212,MC08,Psychosis of Postpartum onset,Maternal conditions,1.3.22,Q0nQmQ8PMMm,105-MC08,105-MC08 Psychosis of Postpartum onset,105-MC08. Psychosis of Postpartum onset,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
213,MC09,Post Traumatic Stress Disorder of Postpartum onset,Maternal conditions,1.3.22,iivetmgqm0X,105-MC09,105-MC09. Post Traumatic Stress Disorder of Postpartum onset,105-MC09. PTSD:  Postpartum onset,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
214,MC10,Haemorrhage related to pregnancy (APH),Maternal conditions,1.3.22,Dem2BmAhrEl,105-MC10,105-MC10. Haemorrhage related to pregnancy (APH),105-MC10. Haemorrhage related to pregnancy (APH),"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
215,MC11,Haemorrhage related to pregnancy (PPH),Maternal conditions,1.3.22,pWZcOnKaoCa,105-MC11,105-MC11. Haemorrhage related to pregnancy,105-MC11. Haemorrhage related to pregnancy,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
216,MC12a,Breast cancer - Total Screened,Maternal conditions,1.3.22,BvM8ByKmr33,105-MC12A,105-MC12a. Breast cancer - Total SCreened,105-MC12a. Breast cancer -  Screened,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
217,MC12b,Breast cancer - No with breast cancer,Maternal conditions,1.3.22,CprWHgiXQbu,105-MC12B,105-MC12b. Breast cancer - Number with Breast Cancer,105-MC12b. No. with Breast Cancer,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
218,MC13a,Cervical cancer - Total Screened,Maternal conditions,1.3.22,YkbQK1GlbAh,105-MC13A,105-MC13a. Cervical cancer - Total SCreened,105-MC13a. Cervical cancer - Screened,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
219,MC13b,Cervical cancer - No with cervical cancer,Maternal conditions,1.3.22,zJqxJwj1IYw,105-MC13B,105-MC13b. Cervical cancer - Number with Cervical cancer,105-MC13b. No. with Cervical Cancer,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
220,OP01,All others,Other OPD conditions,1.3.23,eJ6uwSt5TEp,105-OP01,105-OP01. All others,105-OP01. All others,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
221,DT01,Deaths in OPD,Deaths in OPD,1.3.24,llcQzAlLAWc,105-DT01,105-DT01. Deaths in OPD,105-DT01. Deaths in OPD,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
222,ES01a,No of emergency cases at the facility - Medical,Emergency Medical Services,1.3.25,rCMRgiY6hwX,105-ES01A,105-ES01a. Number of emergency cases at the facility - Medical,105-ES01a. Emergency cases at facility - Medical,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
223,ES01b,No of emergency cases at the facility - Obstetrics/gynaecology,Emergency Medical Services,1.3.25,M5Hpfrj54Ji,105-ES01B,105-ES01b. Number of emergency cases at the facility - Obstretric/gynaecology,105-ES01b. Emergency cases at facility - Obs/Gyn,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
224,ES01c,No of emergency cases at the facility - Surgical,Emergency Medical Services,1.3.25,NYFr2rCIZY6,105-ES01C,105-ES01c. Number of emergency cases at the facility - Surgical,105-ES01c. Emergency cases at facility - Surgical,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
225,ES01d,No of emergency cases at the facility - Road Traffic Injuries,Emergency Medical Services,1.3.25,AmxcGY2ULMQ,105-ES01D,105-ES01d. Number of emergency cases at the facility - Road Traffic Injuries,105-ES01d. Emergency cases at the facility - RTIs,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
226,ES02,No of Patients that received care at the scene of emergency,Emergency Medical Services,1.3.25,NF20WeqeY8B,105-ES02,105-ES02. No. of Patients that received care at the scene of emergency,105-ES02.Patients received care at emergency scene,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
227,ES03a,No of emergency cases that arrived at the facility by Ambulance,Emergency Medical Services,1.3.25,vj1YkrDXVUv,105-ES03a,105-ES03a. No. of emergency cases that arrived at the facility by - Ambulance,105-ES03a. Emergency cases -using an Ambulance,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
228,ES03b,No of emergency cases that arrived at the facility by Police Vehicle,Emergency Medical Services,1.3.25,ou6tD32JxCB,105-ES03B,105-ES03b. No. of emergency cases that arrived at the facility by - Police Vehicle,105-ES03b.Emergencycases arrived by Police Vehicle,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
229,ES03c,No of emergency cases that arrived at the facility by Private Transportation,Emergency Medical Services,1.3.25,f4EMPCsGIJS,105-ES03C,105-ES03c. No. of emergency cases that arrived at the facility by - Private Transportation,105-ES03c. Emergencycasesarrived  by Private means,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
230,ES04,No of patients accessing care within 1hr in an emergency unit,Emergency Medical Services,1.3.25,bTrQT7XJULv,105-ES04,105-ES04. No. of patients accessing care within 1hr in an emergency unit,105-ES04. Patients getting emergency care in 1hr,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
231,ES05,No of patients who developed complications within 24 hours of care,Emergency Medical Services,1.3.25,LlqbDNxuUpK,105-ES05,105-ES05. Number of patients who develop complications within 24 hours after management/care,105-ES05. Patients complications in24hr after Care,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
232,ES06a,No of patients with hypoxemia - Total,Emergency Medical Services,1.3.25,ftpuURXTWEA,105-ES06A,105-ES06a. Number of patients with hypoxemia -Total,105-ES06a. Patients with hypoxemia -Total,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
233,ES06b,No of patients with hypoxemia - Administered with Oxygen,Emergency Medical Services,1.3.25,NwQLr6lkdQ9,105-ES06B,105-ES06b. Number of patients with hypoxemia administered with oxygen,105-ES06b. Patients with hypoxemia given with O2,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
234,ES07a,No of patients with external haemorrhages - Total,Emergency Medical Services,1.3.25,noF1xcq2d7b,105-ES07A,105-ES07a. Number of patients with external haemorrhages Total,105-ES07a. Patients with haemorrhages - Total,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
235,ES07b,No of patients with external haemorrhages - Controlled,Emergency Medical Services,1.3.25,bDBHlO3lNUW,105-ES07B,105-ES07b. Number of patients with external haemorrhages controlled,105-ES07b. Patients with haemorrhages - Controlled,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
236,ES08a,Road Traffic Injuries - Motor Vehicle,Emergency Medical Services,1.3.25,AbJ0YUCaLgd,105-ES08A,105-ES08a. Road Traffic Injuries - Motor Vehicle,105-ES08a. Road Traffic Injuries - Motor Vehicle,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
237,ES08b,Road Traffic Injuries - Motor Cycle,Emergency Medical Services,1.3.25,sYJTvmD4xA8,105-ES08B,105-ES08b. Road Traffic Injuries - Motor Cycle,105-ES08b. Road Traffic Injuries - Motor Cycle,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
238,ES08c,Road Traffic Injuries - Bicycle,Emergency Medical Services,1.3.25,MflJ96PU8is,105-ES08C,105-ES08c. Road Traffic Injuries - Bicycle,105-ES08c. Road Traffic Injuries - Bicycle,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
239,ES08d,Road Traffic Injuries - Pedestrian,Emergency Medical Services,1.3.25,ki5Ur2f6I2g,105-ES08D,105-ES08d. Road Traffic Injuries - Pedestrians,105-ES08d. Road Traffic Injuries - Pedestrians,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
240,ES08e,Road Traffic Injuries - Others,Emergency Medical Services,1.3.25,EWmqTwV0prl,033B-GP04,033B-GP04. Total No. Rif R,033B-GP04. Total No. Rif R,HMIS 033b - Weekly Epidemiological Surveillance Report,bjDvmb4bfuf,HllvX50cXC0,default
241,ES09a,No of deaths at the emergency unit - Medical,Emergency Medical Services,1.3.25,hCRvkCwYdvt,105-ES09A,105-ES09a.Death at unit - Medical emergencies,105-ES09a. Death at unit - Medical emergencies,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
242,ES09b,No of deaths at the emergency unit - Obstetrics/gynaecology,Emergency Medical Services,1.3.25,DM0iRlEZHKC,105-ES09B,105-ES09b.Death at unit - Obstetrics/gynaecology emergencies,105-ES09b. Death at unit - Obstetrics/gynaecology,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
243,ES09c,No of deaths at the emergency unit - Surgical,Emergency Medical Services,1.3.25,fvsym3Qyfm8,105-ES09C,105-ES09c.Death at unit - Surgical emergencies,105-ES09c. Death at unit - Surgical emergencies,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
244,ES09d,No of deaths at the emergency unit - Road traffic injuries,Emergency Medical Services,1.3.25,AsewPyxdNdf,105-ES09D,105-ES09d.Death at unit - Road traffic Injuries,105-ES09d. Death at unit - Road traffic Injuries,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
245,ES10a,No of Patients who received vaccination for Tetanus,Emergency Medical Services,1.3.25,HImppwnkzUk,105-ES10A,105-ES10a.Tetanus vaccination for Tetanus,105-ES10a.Tetanus vaccination for Tetanus,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
246,ES10b,No of Patients who received vaccination for Rabies,Emergency Medical Services,1.3.25,BzUZJxAUTUz,105-ES10B,105-ES10b.Tetanus vaccination for Rabies,105-ES10b.Tetanus vaccination for Rabies,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
247,ES10c,No of Patients who received vaccination for Antivenom,Emergency Medical Services,1.3.25,xXH2F95AnL4,105-ES10C,105-ES10c. Number of Patients receiving vaccination for - Anti Venom,105-ES10c.Patient receiving vaccination-Anti Venom,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
248,TP01a,OPD - No screened for TB,TB Screening,1.3.26,LwMHVYBkzx9,105-TP01A,105-TP01a. No. screened for TB-OPD,105-TP01a. Num screened for TB-OPD,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",AUpdLKBwrUb,EVJwOnx0wy9,"<5Yrs, Male"
249,TP01b,OPD - No of presumptive TB cases identified,TB Screening,1.3.26,a3dXGbUg8HC,105-TP01B,105-TP01b. No. of presumptive TB cases identified-OPD,105-TP01b. Presumptive TB cases identified - OPD,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",AUpdLKBwrUb,EVJwOnx0wy9,"<5Yrs, Male"
250,TP01c,OPD - No of presumptive diagnosed with TB,TB Screening,1.3.26,EeU4Ufn8MS2,105-TP01C,105-TP01c. No. of presumptive diagnosed with TB-OPD,105-TP01c. Presumptive diagnosed with TB - OPD,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",AUpdLKBwrUb,EVJwOnx0wy9,"<5Yrs, Male"
251,TP02a,ART - No screened for TB,TB Screening,1.3.26,wcEQfD9THHr,105-TP02A,105-TP02a. No. screened for TB-ART,105-TP02a. No. screened for TB - ART,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
252,TP02b,ART - No of presumptive TB cases identified,TB Screening,1.3.26,WIYUYqtiWNW,105-TP02B,105-TP02b. No. of presumptive TB cases identified-ART,105-TP02b. Presumptive TB cases identified-ART,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
253,TP02c,ART - No of presumptive diagnosed with TB,TB Screening,1.3.26,mPDuv5MQg4A,105-TP02C,105-TP02c. No. of presumptive diagnosed with TB-ART,105-TP02c. Presumptives diagnosed with TB - ART,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
254,TP03a,Out Reaches - No screened for TB,TB Screening,1.3.26,ch5q99o2gIh,105-TP03A,105-TP03a. No. screened for TB from Outreaches,105-TP03a. Screened for TB from Outreaches,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
255,TP03b,Out Reaches - No of presumptive TB cases identified,TB Screening,1.3.26,hbi0hXfneIq,105-TP03B,105-TP03b. No. of presumptive TB cases identified from outreaches,105-TP03b. Presumptive TB cases from Outreaches,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
256,TP03c,Out Reaches - No of presumptive diagnosed with TB,TB Screening,1.3.26,K61p0h1VBGN,105-TP03C,105-TP03c. No. of presumptive diagnosed with TB -Outreaches,105-TP03c.Presumptive diagnosed with TB-Outreaches,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
257,LE01a,New and relapse leprosy cases registered - Screened,Leprosy services,1.3.27,zixf6a0f4zU,106a-TB18B1_2019,106a-TB18B1_2019. MTB +ve and Rif S,106a-TB18b1_2019. MTB +ve and Rif S,HMIS 106a:03 - TB/Leprosy Quarterly Report,xpNSFSr8MpW,UjrmGnCgKIk,Relapse
258,LE01b,New and relapse leprosy cases registered - Presumed,Leprosy services,1.3.27,zixf6a0f4zU,106a-TB18B1_2019,106a-TB18B1_2019. MTB +ve and Rif S,106a-TB18b1_2019. MTB +ve and Rif S,HMIS 106a:03 - TB/Leprosy Quarterly Report,xpNSFSr8MpW,UjrmGnCgKIk,Relapse
259,LE01c,New and relapse leprosy cases registered - Diagnosed,Leprosy services,1.3.27,zixf6a0f4zU,106a-TB18B1_2019,106a-TB18B1_2019. MTB +ve and Rif S,106a-TB18b1_2019. MTB +ve and Rif S,HMIS 106a:03 - TB/Leprosy Quarterly Report,xpNSFSr8MpW,UjrmGnCgKIk,Relapse
260,SS01,Artemether/Lumefantrine 20mg,Essential Medicines and Health Supplies,6,RIBMopGoWHl,105-SS01A,105-SS01a. Artemether/Lumefantrine 120/20 mg - Quantity consumed,105-SS01a. AL 120/20 mg - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
261,SS02,Artesunate 60mg,Essential Medicines and Health Supplies,6,FNT0AWnEok7,105-SS02A,105-SS02a. Artesunate 60mg - Quantity consumed,105-SS02a. Artesunate 60mg - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
262,SS03,Long Lasting Insecticidal Nets (LLINs),Essential Medicines and Health Supplies,6,eJjn1Av0vHI,105-SS03C,105-SS03c.Long Lasting Insecticidal Nets (LLINs) - Stock on hand,105-SS03c. LLINs - Stock on hand,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
263,SS04,Chlorhexidine Digluconate Gel (equivalent to 4% chlorhexidine),Essential Medicines and Health Supplies,6,NH01RQyn58l,105-SS04C,105-SS04c. Chlorhexidine Digluconate Gel 7.1% (equivalent to 4% chlorhexidine) - Stock on hand,105-SS04c. CHG Gel 7.1% - Stock on hand,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
264,SS05,Therapeutic milk F75 200kcal/100ml,Essential Medicines and Health Supplies,6,aB6rpIpPXWf,105-SS05A,105-SS05a. Therapeutic milk F75 (75Kcal/100ml) - Quantity consumed,105-SS05a. F75 (75Kcal/100ml) - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
265,SS06,Ready to use Therapeutic feeds (RUTF),Essential Medicines and Health Supplies,6,Ftnf3Yn7oht,105-SS06B,105-SS06b. Ready to use Therapeutic feeds (RUTF) - Days out of stock,105-SS06b. RUTF -  Days out of stock,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
266,SS07,Oral Liquid Morphine 10mg/5ml,Essential Medicines and Health Supplies,6,wIp7Gr1lf7S,105-SS07A,105-SS07a. Oral Liquid Morphine 5ml/ml - Quantity consumed,105-SS07a. Liquid Morphine - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
267,000 IU,Retinol (Vitamin A) 200,Essential Medicines and Health Supplies,6,iQJkiLHfOyZ,105-SS08A,105-SS08a Retinol (Vitamin A) 200000IU-Quantity Consumed,105-SS08a. Retinol (Vitamin A) - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
268,SS09,Bendrofluazide 2.5mg,Essential Medicines and Health Supplies,6,ELUJ8kvdyTi,105-SS09A,105-SS09a. Bendrofluazide 5mg - Quantity consumed,105-SS09a. Bendrofluazide 5mg - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
269,SS10,Amlodipine 5mg,Essential Medicines and Health Supplies,6,u0eqaAAypzu,105-SS10A,105-SS10a  Amlodipine 5mg-Quantity Consumed,105-SS10a. Amlodipine 5mg - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
270,SS11,Captopril 25mg,Essential Medicines and Health Supplies,6,GgypgARVxzI,105-SS11A,105-SS11a. Captopril 25mg tablet - Quantity consumed,105-SS11a. Captopril 25mg tabs - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
271,SS12,Metformin 500mg,Essential Medicines and Health Supplies,6,klbaYAoSygw,105-SS12A,105-SS12a. Metformin 500mg - Quantity consumed,105-SS12a. Metformin 500mg - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
272,SS13,Glimepiride 2mg,Essential Medicines and Health Supplies,6,p9xEniNiV1j,105-SS13A,105-SS13a Glimepiride 2mg-Quantity Consumed,105-SS13a. Glimepiride 2mg - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
273,SS14,Insulin short acting 40IU/1ml,Essential Medicines and Health Supplies,6,y1JeU6PTNy7,105-SS14D,105-SS14d. Insulin short-acting100IU/Ml - Quantity Expired,105-SS14d. Insulin short-acting - Quantity Expired,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
274,SS15,Filled Oxygen Cylinder (Big Size) 1.5LW/Cm3GC,Essential Medicines and Health Supplies,6,eorpVNcBh68,105-SS15A,105-SS15a Filled Oxygen Cylinder (Big Size) 40-60L WC/6.8m3 GC-Quantity Consumed,105-SS15a. O2 Cylinder(Big)- Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
275,SS16,Ferrous sulphate + Folic Acid,Essential Medicines and Health Supplies,6,Gko0hroCGQf,105-SS16A,105-SS16a Ferrous sulphate + Folic Acid-Quantity Consumed,105-SS16a. FeSO4 + Folic Acid - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
276,SS17,Salbutamol inhaler,Essential Medicines and Health Supplies,6,MdDIyLTtzVZ,105-SS17A,105-SS17a Salbutamol inhaler-Quantity Consumed,105-SS17a. Salbutamol inhaler - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
277,SS18,Carbamazepine 200mg,Essential Medicines and Health Supplies,6,R3OzIXOWCOe,105-SS18b,105-SS18b. Carbamazepine 200mg-Days out of stock,105-SS18b. Carbamazepine 200mg-Days out of stock,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
278,SS19,Fluoxetine 20mg,Essential Medicines and Health Supplies,6,fFsNsiGg2CB,105-SS19A,105-SS19a Fluoxetine 20 mg-Quantity Consumed,105-SS19a. Fluoxetine 20 mg - Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
279,SS20,Chlorpromazine 100mg,Essential Medicines and Health Supplies,6,mOOdFWzGNAD,105-SS20A,105-SS20a Chlorpromazine 25mg-Quantity Consumed,105-SS20a. Chlorpromazine 25mg-Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
280,SS21,Depot Medroxyprogesterone Acetate (DMPA) 150mg/1ml,Essential Medicines and Health Supplies,6,FrWnOPWPbSF,105-SS21c,105-SS21c. Depot Medroxyprogesterone Acetate (DMPA)_ IM + SC-Stock on Hand,105-SS21c. DMPA IM+SC - Stock on hand,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
281,SS22,Amoxicillin 250mg,Essential Medicines and Health Supplies,6,aYLRo9MS3zb,105-SS22A,105-SS22a. Amoxicillin 250 mg capsule - Quantity consumed,105-SS22a. Amoxyl 250mg capsule- Quantity consumed,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
