hmis_id,hmis_code,hmis_name,hmis_section,hmis_section_id,dhis2_dataElement_id,dhis2_code,dhis2_name,dhis2_shortName,dhis2_dataset,dhis2_categoryCombo_id,dhis2_categoryOptionCombo_id,dhis2_categoryOptionCombo_name
466,NA06e,No of clients with MAM admitted into SFC - Transferred out of SFC,Nutrition Services,1.3.26,QpISR251PpC,105-NA06e1,105-NA06e1. No. of clients(<10) with MAM admitted into treatment - Transfered out of SFC,105-NA06e1.Clients(<10) MAM -Transfered out of SFC,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",sdgIwG0Msqj,sHKK94BX2Rp,"6-23Mths, Male"
467,NA07,Total number of days spent at SFC for all clients discharged as cured,Nutrition Services,1.3.26,IO3dIFqk938,105-NA07b,105-NA07b. Total number of days spent in SFC for all male clients discharged this month,105-NA07b. Days in SFC for M clients discharged,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",zG2czdSl1JE,SM9d5ybWcr0,10-19Yrs
468,GBV01a,No of clients Receiving post GBV clinical care based on minimum package disaggregated by violence type - Sexual Violence,Gender Based Violence Services,1.3.29,YklCFloHRjd,105-GBV01A,105-GBV01a. No. of clients receiving post GBV clinical care based on the minimum package disaggregated by violence type - Sexual Violence,105-GBV01a. GBV care recipients - Sexual Violence,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",uaN6xT8noft,lLNRDZPsnOs,"50+Yrs, Male"
469,GBV01b,No of clients Receiving post GBV clinical care based on minimum package disaggregated by violence type - Physical/Emotional Violence,Gender Based Violence Services,1.3.29,Oq2D5NlAaZH,105-GBV01B,105-GBV01b. No. of clients receiving post-GBV clinical care based on the minimum package disaggregated by violence type - Physical/emotionall Violence,105-GBV01b. GBV care recipients-Physical&Emotional,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",uaN6xT8noft,lLNRDZPsnOs,"50+Yrs, Male"
470,GBV02,No SGBV survivors eligible for PEP,Gender Based Violence Services,1.3.29,Hcaqv0iF3E8,105-GBV02,105-GBV02. No.SGBV survivors eligible for PEP,105-GBV02. No.SGBV survivors eligible for PEP,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",uaN6xT8noft,lLNRDZPsnOs,"50+Yrs, Male"
471,GBV03,No SGBV survivors initiated on PEP,Gender Based Violence Services,1.3.29,Okhx7eMyzty,105-GBV03,105-GBV03. No.SGBV survivors initiated on PEP,105-GBV03. No.SGBV survivors initiated on PEP,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",uaN6xT8noft,lLNRDZPsnOs,"50+Yrs, Male"
472,GBV04,No SGBV survivors who completed the PEP dose,Gender Based Violence Services,1.3.29,WUJaFYImiHS,105-GBV04,105-GBV04. No. SGBV survivors who completed the PEP dose,105-GBV04. SGBV survivors completed the PEP dose,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",uaN6xT8noft,lLNRDZPsnOs,"50+Yrs, Male"
473,GBV05a,No SGBV survivors who initiated PEP with documented out come - Negative,Gender Based Violence Services,1.3.29,XpKR3JrblRR,GBV05A,105-GBV05a. No. SGBV survivors who initiated PEP with a documented out come - Negative,105-GBV05a. SGBV survivors initiated PEP- Negative,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",uaN6xT8noft,lLNRDZPsnOs,"50+Yrs, Male"
474,GBV05b,No SGBV survivors who initiated PEP with documented out come - Positive,Gender Based Violence Services,1.3.29,MaioShphNoy,105-GBV05B,105-GBV05b. No. SGBV survivors who initiated PEP with a documented out come - Positive,105GBV05b. SGBV survivorS initiated PEP - Positive,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",uaN6xT8noft,lLNRDZPsnOs,"50+Yrs, Male"
475,GBV05c,No SGBV survivors who initiated PEP with documented out come - Lost To Followup,Gender Based Violence Services,1.3.29,gmexXUfZPCF,105-GBV05C,105-GBV05c. No. SGBV survivors who initiated PEP with a documented out come - Lost to follow up,105-GBV05c. SGBV survivors who initiated PEP- LTFU,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",uaN6xT8noft,lLNRDZPsnOs,"50+Yrs, Male"
476,AN01a,ANC 1st contacts/visits for women - Total,Antenatal,2.1,Q9nSogNmKPt,105-AN01A,105-AN01a. ANC 1st Visit for women,105-AN01a. ANC 1st Visit for women,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",PSBBFivHXrL,QGprPUGJp4N,25-49Yrs
477,AN01b,ANC 1st contacts/visits for women - No in 1st Trimester,Antenatal,2.1,uUYRrEU5iOB,105-AN01b,105-AN01b. ANC 1st contacts/ visits for women - No. in 1st Trimester,105-AN01b. ANC 1st contacts/ visits for women,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
478,AN02,ANC 4th contacts/visits for women,Antenatal,2.1,RnLOFSYaAhp,105-AN02,105-AN02. ANC 4th Visit for women,105-AN02. ANC 4th Visit for women,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",PSBBFivHXrL,QGprPUGJp4N,25-49Yrs
479,AN03,ANC 8 contacts/visits for Women,Antenatal,2.1,xzZZOy6cmr8,105-AN03,105-AN03. ANC 8 contacts/ visits for Women,105-AN03. ANC 8 contacts/ visits for Women,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",PSBBFivHXrL,QGprPUGJp4N,25-49Yrs
480,AN04,Total ANC contacts/visits,Antenatal,2.1,PaceRdSpmgy,105-AN04,105-AN04. Total ANC contacts/visits,105-AN04. Total ANC contacts/visits,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",PSBBFivHXrL,QGprPUGJp4N,25-49Yrs
481,AN05,Referrals from community,Antenatal,2.1,YSqKuHTabCd,105-AN05,105-AN05. Referrals to ANC unit,105-AN05. Referrals to ANC unit,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
482,AN06a,No of pregnant women who received IPT - First dose IPT (IPT1),Antenatal,2.1,emMkPnimvFJ,105-AN06A,105-AN 06a. No. of pregnant women who IPT1,105-AN06a. Pregnant women recieved IPT1,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",PSBBFivHXrL,QGprPUGJp4N,25-49Yrs
483,AN06b,No of pregnant women who received IPT - Second dose IPT (IPT2),Antenatal,2.1,S1wIc5GXHZK,105-AN06B,105-AN 06b. No. of pregnant women who received IPT2,105-AN06b. Pregnant women who received IPT2,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",PSBBFivHXrL,QGprPUGJp4N,25-49Yrs
484,AN06c,No of pregnant women who received IPT - Third dose IPT (IPT3),Antenatal,2.1,DuMMAbvDfjn,105-AN06C,105-AN06c. No. of pregnant women who received IPT3,105-AN06c. Pregnant women who received  IPT3,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",PSBBFivHXrL,QGprPUGJp4N,25-49Yrs
485,AN06d,No of pregnant women who received IPT - IPT 4 & 4+ Dose,Antenatal,2.1,ttzUyLDgHSp,105-AN06D,105-AN 06d. No. of pregnant women who received IPT 4 & 4+ Dose,105-AN06d. pregnant women who received IPT 4 & 4+,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",PSBBFivHXrL,QGprPUGJp4N,25-49Yrs
486,AN07a,No of pregnant women who were tested for blood grouping - Blood Group (O) - Rhesus O+,Antenatal,2.1,JEguqgKb8EF,105-AN07A2,105-AN07a2.  No. of pregnant women who were tested for blood grouping - Blood Group (O) -Rhesus O-,105-AN07a2. Pregnant women tested blood group O-,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
487,AN07b,No of pregnant women who were tested for blood grouping - Blood Group (O) - Rhesus O-,Antenatal,2.1,FozqVr5QFG2,105-AN07B2,105-AN07b2. No. of pregnant women who were tested for blood grouping - Blood Group (A) -Rhesus A-,105-AN07b2. Pregnant women tested blood group A-,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
488,AN07c,No of pregnant women who were tested for blood grouping - Blood Group (A) - Rhesus A+,Antenatal,2.1,t6bnhabqp9j,105-AN07C2,105-AN07c2. No. of pregnant women who were tested for blood grouping - Blood Group (B) -Rhesus B-,105-AN07c2. Preg women tested for blood group - B-,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
489,AN07d,No of pregnant women who were tested for blood grouping - Blood Group (A) - Rhesus A-,Antenatal,2.1,BSw2fU4pgcR,105-AN07d2,105-AN07d2 No. of pregnant women who were tested for blood grouping - Blood Group (AB) Rhesus AB-,105-AN07d2. Preg women tested for blood group-AB-,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
