hmis_id,hmis_code,hmis_name,hmis_section,hmis_section_id,dhis2_dataElement_id,dhis2_code,dhis2_name,dhis2_shortName,dhis2_dataset,dhis2_categoryCombo_id,dhis2_categoryOptionCombo_id,dhis2_categoryOptionCombo_name
1,"004-DN02","004-DN02. Names of deceased","","","HCbRydAAt1T","004-DN02","004-DN02. Names of deceased","004-DN02. Names of deceased","","bjDvmb4bfuf","HllvX50cXC0","default"
2,"004-DN03","004-DN03. Inpatient Number","","","YNXzLwM2R6p","004-DN03","004-DN03. Inpatient Number","004-DN03. Inpatient Number","","bjDvmb4bfuf","HllvX50cXC0","default"
3,"004-DN04","004-DN04. Village of residence ( LC I)","","","WFSWhrHOUFl","004-DN04","004-DN04. Village of residence ( LC I)","004-DN04. Village of residence ( LC I)","","bjDvmb4bfuf","HllvX50cXC0","default"
4,"004-DN05","004-DN05. Sub-county (LC III)","","","xQoLDOeMANl","004-DN05","004-DN05. Sub-county (LC III)","004-DN05. Sub-county (LC III)","","bjDvmb4bfuf","HllvX50cXC0","default"
5,"004-DN06","004-DN06. District","","","MwBfsz2pc0j","004-DN06","004-DN06. District","004-DN06. District","","bjDvmb4bfuf","HllvX50cXC0","default"
6,"004-DN07","004-DN07. Age of deceased (yrs)","","","rXcIphzS2GV","004-DN07","004-DN07. Age of deceased (yrs)","004-DN07. Age of deceased (yrs)","","bjDvmb4bfuf","HllvX50cXC0","default"
7,"004-DN08","004-DN08. Next of kin","","","IBlMJxS9Qe7","004-DN08","004-DN08. Next of kin","004-DN08. Next of kin","","bjDvmb4bfuf","HllvX50cXC0","default"
8,"004-DN09","004-DN09. Gestational Age (wks)","","","jhisgRfr13C","004-DN09","004-DN09. Gestational Age (wks)","004-DN09. Gestational Age (wks)","","bjDvmb4bfuf","HllvX50cXC0","default"
9,"004-DN10","004-DN10. Admission Date","","","sUANwZ1PzLm","004-DN10","004-DN10. Admission Date","004-DN10. Admission Date","","bjDvmb4bfuf","HllvX50cXC0","default"
10,"004-DN11","004-DN11. Admission date and time","","","r6tDKOx4iVL","004-DN11","004-DN11. Admission date and time","004-DN11. Admission date and time","","bjDvmb4bfuf","HllvX50cXC0","default"
11,"004-DN12","004-DN12. Date of Death","","","cAErhJ9zcee","004-DN12","004-DN12. Date of Death","004-DN12. Date of Death","","bjDvmb4bfuf","HllvX50cXC0","default"
12,"004-DN13","004-DN13. Date and Time of Death","","","qWAqTjmR6Dj","004-DN13","004-DN13. Date and Time of Death","004-DN13. Date and Time of Death","","bjDvmb4bfuf","HllvX50cXC0","default"
13,"004-DN14","004-DN14. Died","","","FvHDEzD1M0A","004-DN14","004-DN14. Died","004-DN14. Died","","bjDvmb4bfuf","HllvX50cXC0","default"
14,"004-DN15","004-DN15. Possible cause(s) of death","","","cdAirZ9dQKj","004-DN15","004-DN15. Possible cause(s) of death","004-DN15. Possible cause(s) of death","","bjDvmb4bfuf","HllvX50cXC0","default"
15,"004-DN16","004-DN16. Form filled by","","","v7mt2RBEWEq","004-DN16","004-DN16. Form filled by","004-DN16. Form filled by","","bjDvmb4bfuf","HllvX50cXC0","default"
16,"004-DN17","004-DN17. Filled by Telephone contact","","","HRWIjaS9i4M","004-DN17","004-DN17. Filled by Telephone contact","004-DN17. Filled by Telephone contact","","bjDvmb4bfuf","HllvX50cXC0","default"
17,"004-DN18","004-DN18. Form Delivered/sent by ( Name)","","","ZmbVtTXyG29","004-DN18","004-DN18. Form Delivered/sent by ( Name)","004-DN18. Form Delivered/sent by ( Name)","","bjDvmb4bfuf","HllvX50cXC0","default"
18,"004-DN19","004-DN19. Delivered by Telephone contact","","","jVfTrVzuRoP","004-DN19","004-DN19. Delivered by Telephone contact","004-DN19. Delivered by Telephone contact","","bjDvmb4bfuf","HllvX50cXC0","default"
19,"004-DN20","004-DN20. Form received by ( Name)","","","YP7LbXgv1c8","004-DN20","004-DN20. Form received by ( Name)","004-DN20. Form received by ( Name)","","bjDvmb4bfuf","HllvX50cXC0","default"
20,"004-DN21","004-DN21. NIN","","","j9euMjl5QGc","004-DN21","004-DN21. NIN","004-DN21. NIN","","bjDvmb4bfuf","HllvX50cXC0","default"
21,"004-DN22","004-DN22. Form received by (Date)","","","wc08DzejMce","004-DN22","004-DN22. Form received by (Date)","004-DN22. Form received by (Date)","","bjDvmb4bfuf","HllvX50cXC0","default"
22,"016-MP01","016-MP01. Total no. of deliveries","","","AYIVNA5WMsE","016-MP01","016-MP01. Total no. of deliveries","016-MP01. Total no. of deliveries","","bjDvmb4bfuf","HllvX50cXC0","default"
23,"016-MP02","016-MP02. Total no. of maternal deaths","","","HMHsIvZDb7n","016-MP02","016-MP02. Total no. of maternal deaths","016-MP02. Total no. of maternal deaths","","bjDvmb4bfuf","HllvX50cXC0","default"
24,"016-MP03","016-MP03. No. of maternal deaths audited","","","B0FCvq5nbwD","016-MP03","016-MP03. No. of maternal deaths audited","016-MP03. No. of maternal deaths audited","","bjDvmb4bfuf","HllvX50cXC0","default"
25,"016-MP04","016-MP04. Total no. of perinatal deaths","","","R5e92FSLL6r","016-MP04","016-MP04. Total no. of perinatal deaths","016-MP04. Total no. of perinatal deaths","","bjDvmb4bfuf","HllvX50cXC0","default"
26,"016-MP05","016-MP05. No. of perinatal deaths audited","","","G6ngtTZTRxA","016-MP05","016-MP05. No. of perinatal deaths audited","016-MP05. No. of perinatal deaths audited","","bjDvmb4bfuf","HllvX50cXC0","default"
27,"016-MP06","016-MP06. Date of audit","","","sasrwdLLAm8","016-MP06","016-MP06. Date of audit","016-MP06. Date of audit","","bjDvmb4bfuf","HllvX50cXC0","default"
28,"016-MP07","016-MP07. Summary of case","","","egVFdmVfcUR","016-MP07","016-MP07. Summary of case","016-MP07. Summary of case","","bjDvmb4bfuf","HllvX50cXC0","default"
29,"016-MP08","016-MP08. Avoidable factors","","","UueEvPZG32v","016-MP08","016-MP08. Avoidable factors","016-MP08. Avoidable factors","","bjDvmb4bfuf","HllvX50cXC0","default"
30,"016-MP09","016-MP09. Key recommmendations","","","ol5GuvHlCTW","016-MP09","016-MP09. Key recommmendations","016-MP09. Key recommmendations","","bjDvmb4bfuf","HllvX50cXC0","default"
31,"016-MP10","016-MP10. Person to take action & contact information","","","R2y8erKIOuL","016-MP10","016-MP10. Person to take action & contact information","016-MP10. Person to take action & contact informat","","bjDvmb4bfuf","HllvX50cXC0","default"
32,"016-MP11","016-MP11. Actions taken","","","FJwex6CmriS","016-MP11","016-MP11. Actions taken","016-MP11. Actions taken","","bjDvmb4bfuf","HllvX50cXC0","default"
33,"016-MP12","016-MP12. Results of action","","","WeSzFekLMeE","016-MP12","016-MP12. Results of action","016-MP12. Results of action","","bjDvmb4bfuf","HllvX50cXC0","default"
34,"017-CD01","017-CD01. Cause of Death","","","AXmj7bp1l6z","017-CD01","017-CD01. Cause of Death","017-CD01. Cause of Death","","bjDvmb4bfuf","HllvX50cXC0","default"
35,"017-CD02","017-CD02. Time interval from onset to death","","","cQ3tZ5c3Sjy","017-CD02","017-CD02. Time interval from onset to death","017-CD02. Time interval from onset to death","","bjDvmb4bfuf","HllvX50cXC0","default"
36,"017-CD03","017-CD03. Other significant conditions contributing to death","","","j6g5Pt1Ei7u","017-CD03","017-CD03. Other significant conditions contributing to death","017-CD03. Other conditions contributing to death","","bjDvmb4bfuf","HllvX50cXC0","default"
37,"017-ID01","017-ID01. IPNo (Mother)","","","eb82Wa1qOS8","017-ID01","017-ID01. IPNo (Mother)","017-ID01. IPNo (Mother)","","bjDvmb4bfuf","HllvX50cXC0","default"
38,"017-ID02","017-ID02. IPNo (Newborn)","","","H34bcwaOliX","017-ID02","017-ID02. IPNo (Newborn)","017-ID02. IPNo (Newborn)","","bjDvmb4bfuf","HllvX50cXC0","default"
39,"017-ID03","017-ID03. Village","","","T0f4UTwxd6Q","017-ID03","017-ID03. Village","017-ID03. Village","","bjDvmb4bfuf","HllvX50cXC0","default"
40,"017-ID04","017-ID04. Parish","","","dKQIx7sVFbD","017-ID04","017-ID04. Parish","017-ID04. Parish","","bjDvmb4bfuf","HllvX50cXC0","default"
41,"017-ID05","017-ID05. Mother’s initials","","","xpJgWYFpvht","017-ID05","017-ID05. Mother’s initials","017-ID05. Mother’s initials","","bjDvmb4bfuf","HllvX50cXC0","default"
42,"017-ID06","017-ID06. Age","","","hTYVRRvhYEt","017-ID06","017-ID06. Age","017-ID06. Age","","bjDvmb4bfuf","HllvX50cXC0","default"
43,"017-ID07","017-ID07. Age of the baby (Minutes)","","","rjoVXlCWLYM","017-ID07","017-ID07. Age of the baby (Minutes)","017-ID07. Age of the baby (Minutes)","","bjDvmb4bfuf","HllvX50cXC0","default"
44,"017-ID08","017-ID08. Age of the baby (Hours)","","","rDI0uhcVLAk","017-ID08","017-ID08. Age of the baby (Hours)","017-ID08. Age of the baby (Hours)","","bjDvmb4bfuf","HllvX50cXC0","default"
45,"017-ID09","017-ID09. Age of the baby (Days)","","","quKRjZzkSRA","017-ID09","017-ID09. Age of the baby (Days)","017-ID09. Age of the baby (Days)","","bjDvmb4bfuf","HllvX50cXC0","default"
46,"017-ID10","017-ID10. Was baby referred?","","","bS24JUbPyQv","017-ID10","017-ID10. Was baby referred?","017-ID10. Was baby referred?","","bjDvmb4bfuf","HllvX50cXC0","default"
47,"017-ID11.","017-ID11. If Yes; where referred from?","","","o03g3QSYR0b","017-ID11.","017-ID11. If Yes; where referred from?","017-ID11. If Yes; from?","","bjDvmb4bfuf","HllvX50cXC0","default"
48,"017-ID13","017-ID13. If referred from health facility,  name of the facility","","","HJd1MWPsvUC","017-ID13","017-ID13. If referred from health facility,  name of the facility","017-ID13.If referred from health facility,  name","","bjDvmb4bfuf","HllvX50cXC0","default"
49,"017-LB01","017-LB01. Weeks of amenorrhea at delivery","","","m8jUvzBgYga","017-LB01","017-LB01. Weeks of amenorrhea at delivery","017-LB01. Weeks of amenorrhea at delivery","","bjDvmb4bfuf","HllvX50cXC0","default"
50,"017-LB02","017-LB02. Date and time of delivery","","","RpkIvgOOZJt","017-LB02","017-LB02. Date and time of delivery","017-LB02. Date and time of delivery","","bjDvmb4bfuf","HllvX50cXC0","default"
51,"017-LB03","017-LB03. Time of delivery (24 hours)","","","b5Lep9oiPvd","017-LB03","017-LB03. Time of delivery (24 hours)","017-LB03. Time of delivery (24 hours)","","bjDvmb4bfuf","HllvX50cXC0","default"
52,"017-LB04","017-LB04. Date and time of Death","","","Dq9aH0aZ2wb","017-LB04","017-LB04. Date and time of Death","017-LB04. Date and time of Death","","bjDvmb4bfuf","HllvX50cXC0","default"
53,"017-LB05-1","017-LB05-1. Place of delivery","","","zQkpLqy12dI","017-LB05-1","017-LB05-1. Place of delivery","017-LB05-1. Place of delivery","","bjDvmb4bfuf","HllvX50cXC0","default"
54,"017-LB05","017-LB05. Place of delivery","","","LjrdbcFRI1d","017-LB05","017-LB05. Place of delivery","017-LB05. Place of delivery","","bjDvmb4bfuf","HllvX50cXC0","default"
55,"017-LB06","017-LB06. If health facility specify name","","","Boui663joOP","017-LB06","017-LB06. If health facility specify name","017-LB06. If health facility specify name","","bjDvmb4bfuf","HllvX50cXC0","default"
56,"017-LB07","017-LB07. On admission, were there fetal heart sounds present?","","","t1udXNXQ5hc","017-LB07","017-LB07. On admission, were there fetal heart sounds present?","017-LB07.Fetal heart sounds present on admission","","bjDvmb4bfuf","HllvX50cXC0","default"
57,"017-LB08","017-LB08. Was partograph used?","","","aLvTannWmvI","017-LB08","017-LB08. Was partograph used?","017-LB08. Was partograph used?","","bjDvmb4bfuf","HllvX50cXC0","default"
58,"017-LB09","017-LB09. If ‘Yes’ was partograph used correctly?","","","o69aE6o8LfO","017-LB09","017-LB09. If ‘Yes’ was partograph used correctly?","017-LB09. If ‘Yes’ was partograph used correctly?","","bjDvmb4bfuf","HllvX50cXC0","default"
59,"017-LB10","017-LB10. If No indicate the gap","","","b9JlESs135J","017-LB10","017-LB10. If No indicate the gap","017-LB10. If No indicate the gap","","bjDvmb4bfuf","HllvX50cXC0","default"
60,"017-LB11","017-LB11. Mode of Delivery","","","CQUQiCpk4um","017-LB11","017-LB11. Mode of Delivery","017-LB11. Mode of Delivery","","bjDvmb4bfuf","HllvX50cXC0","default"
61,"017-LB12","017-LB12. Mode of Delivery (Others)","","","NDzItgcGQhW","017-LB12","017-LB12. Mode of Delivery (Others)","017-LB12. Mode of Delivery (Others)","","bjDvmb4bfuf","HllvX50cXC0","default"
62,"017-LB13","017-LB13. Indication for Instrumental /or Caesarean section:","","","LxlVFKhBOT8","017-LB13","017-LB13. Indication for Instrumental /or Caesarean section:","017-LB13.Ind. Instrumental /Caesarean section","","bjDvmb4bfuf","HllvX50cXC0","default"
63,"017-LB14","017-LB14. Time between decisions for Cesarean section /instrumental and actual delivery of the baby:","","","eL4O6FOxzcr","017-LB14","017-LB14. Time between decisions for Cesarean section /instrumental and actual delivery of the baby:","017-LB14.Time btn Cesarean/instr.&actual delivery","","bjDvmb4bfuf","HllvX50cXC0","default"
64,"017-LB15","017-LB15. Did vaginal delivery occur in spite of decision to do caesarean section?","","","MRJAZcGBg14","017-LB15","017-LB15. Did vaginal delivery occur in spite of decision to do caesarean section?","017-LB15.Vaginal delivery occurrence?","","bjDvmb4bfuf","HllvX50cXC0","default"
65,"017-LB16","017-LB16. Apgar score (1 min)","","","RmrshOepF86","017-LB16","017-LB16. Apgar score (1 min)","017-LB16. Apgar score (1 min)","","bjDvmb4bfuf","HllvX50cXC0","default"
66,"017-LB17","017-LB17. Apgar score (5 min)","","","kOCe0LCjbVv","017-LB17","017-LB17. Apgar score (5 min)","017-LB17. Apgar score (5 min)","","bjDvmb4bfuf","HllvX50cXC0","default"
67,"017-LB18","017-LB18. Apgar score (10 min)","","","pimd0GLDogv","017-LB18","017-LB18. Apgar score (10 min)","017-LB18. Apgar score (10 min)","","bjDvmb4bfuf","HllvX50cXC0","default"
68,"017-LB19","017-LB19. Apgar score (Don't know)","","","Yis06rsFWQz","017-LB19","017-LB19. Apgar score (Don't know)","017-LB19. Apgar score (Don't know)","","bjDvmb4bfuf","HllvX50cXC0","default"
69,"017-LB20","017-LB20. Resuscitation done","","","x7k2caL4psq","017-LB20","017-LB20. Resuscitation done","017-LB20. Resuscitation done","","bjDvmb4bfuf","HllvX50cXC0","default"
70,"017-LB21","017-LB21. If ‘Yes’ what was done?","","","g4ywRdYlkuP","017-LB21","017-LB21. If ‘Yes’ what was done?","017-LB21. If ‘Yes’ what was done?","","bjDvmb4bfuf","HllvX50cXC0","default"
71,"017-LB22","017-LB22. Stimulation","","","mkQMb4ANZ1C","017-LB22","017-LB22. Stimulation","017-LB22. Stimulation","","bjDvmb4bfuf","HllvX50cXC0","default"
72,"017-LB23","017-LB23. Suction","","","x7fsCQzTP4G","017-LB23","017-LB23. Suction","017-LB23. Suction","","bjDvmb4bfuf","HllvX50cXC0","default"
73,"017-LB24","017-LB24. Bag and Mask","","","HeOmzW0Bj8f","017-LB24","017-LB24. Bag and Mask","017-LB24. Bag and Mask","","bjDvmb4bfuf","HllvX50cXC0","default"
74,"017-LB25","017-LB25. Oxygen given","","","IELb95GgJhj","017-LB25","017-LB25. Oxygen given","017-LB25. Oxygen given","","bjDvmb4bfuf","HllvX50cXC0","default"
75,"017-LB26","017-LB26. Endotracheal and Positive pressure ventilation","","","YPDveEOR7Cz","017-LB26","017-LB26. Endotracheal and Positive pressure ventilation","017-LB26.Endotracheal & +ve pressure ventilation","","bjDvmb4bfuf","HllvX50cXC0","default"
76,"017-LB27","017-LB27. CPR","","","yCUx2f9ed7R","017-LB27","017-LB27. CPR","017-LB27. CPR","","bjDvmb4bfuf","HllvX50cXC0","default"
77,"017-LB28","017-LB28. Medication","","","CprvAYJIWNv","017-LB28","017-LB28. Medication","017-LB28. Medication","","bjDvmb4bfuf","HllvX50cXC0","default"
78,"017-LB29","017-LB29. All","","","QP3u2BU4E9p","017-LB29","017-LB29. All","017-LB29. All","","bjDvmb4bfuf","HllvX50cXC0","default"
79,"017-LB30","017-LB30. Resuscitation done by","","","oAttBI3m0nL","017-LB30","017-LB30. Resuscitation done by","017-LB30. Resuscitation done by","","bjDvmb4bfuf","HllvX50cXC0","default"
80,"017-LB31","017-LB31. Midwife","","","q4YXJgj2sIZ","017-LB31","017-LB31. Midwife","017-LB31. Midwife","","bjDvmb4bfuf","HllvX50cXC0","default"
81,"017-LB32","017-LB32. Nurse","","","LF6ukmshijY","017-LB32","017-LB32. Nurse","017-LB32. Nurse","","bjDvmb4bfuf","HllvX50cXC0","default"
82,"017-LB33","017-LB33. Doctor","","","PlzGmmIbpK5","017-LB33","017-LB33. Doctor","017-LB33. Doctor","","bjDvmb4bfuf","HllvX50cXC0","default"
83,"017-LB34","017-LB34. Anesthetist","","","bRddgcYH9Qn","017-LB34","017-LB34. Anesthetist","017-LB34. Anesthetist","","bjDvmb4bfuf","HllvX50cXC0","default"
84,"017-LB35","017-LB35. Trainee","","","fv703VfWJli","017-LB35","017-LB35. Trainee","017-LB35. Trainee","","bjDvmb4bfuf","HllvX50cXC0","default"
85,"017-LB36","017-LB36. Others (specify):","","","J3VHBvaXyyb","017-LB36","017-LB36. Others (specify):","017-LB36. Others (specify):","","bjDvmb4bfuf","HllvX50cXC0","default"
86,"017-LB37","017-LB37. Weight of the baby","","","bDWkcVeQLUc","017-LB37","017-LB37. Weight of the baby","017-LB37. Weight of the baby","","bjDvmb4bfuf","HllvX50cXC0","default"
87,"017-LB38","017-LB38. Sex","","","ZBvxrMFv9aW","017-LB38","017-LB38. Sex","017-LB38. Sex","","bjDvmb4bfuf","HllvX50cXC0","default"
88,"017-LB39","017-LB39. Type of Perinatal Death","","","TiPl1iLI30H","017-LB39","017-LB39. Type of Perinatal Death","017-LB39.Type of Perinatal Death","","bjDvmb4bfuf","HllvX50cXC0","default"
89,"017-LB40","017-LB40. Reason for admission/ diagnosis at admission-Difficult feeding (baby)","","","qaJDxXfEWPv","017-LB40","017-LB40. Reason for admission/ diagnosis at admission-Difficult feeding (baby)","017-LB40.Difficult feeding (baby)","","bjDvmb4bfuf","HllvX50cXC0","default"
90,"017-LB41","017-LB41. Reason for admission/ diagnosis at admission-Difficult breast feeding (mother)","","","Rqn5P8xXXqp","017-LB41","017-LB41. Reason for admission/ diagnosis at admission-Difficult breast feeding (mother)","017-LB41.Difficult breast feeding (mother)","","bjDvmb4bfuf","HllvX50cXC0","default"
91,"017-LB42","017-LB42. Reason for admission/ diagnosis at admission-Jaundice","","","WlknV4Af2se","017-LB42","017-LB42. Reason for admission/ diagnosis at admission-Jaundice","017-LB42.Jaundice","","bjDvmb4bfuf","HllvX50cXC0","default"
92,"017-LB43","017-LB43. Reason for admission/ diagnosis at admission-Anaemia","","","cbCv995TsyQ","017-LB43","017-LB43. Reason for admission/ diagnosis at admission-Anaemia","017-LB43.Anaemia","","bjDvmb4bfuf","HllvX50cXC0","default"
93,"017-LB44","017-LB44. Reason for admission/ diagnosis at admission-Difficult breathing","","","OeL1eJ2tGsN","017-LB44","017-LB44. Reason for admission/ diagnosis at admission-Difficult breathing","017-LB44.Difficult breathing","","bjDvmb4bfuf","HllvX50cXC0","default"
94,"017-LB45","017-LB45. Reason for admission/ diagnosis at admission-Hypoglycaemia","","","prGljHyx851","017-LB45","017-LB45. Reason for admission/ diagnosis at admission-Hypoglycaemia","017-LB45.Hypoglycaemia","","bjDvmb4bfuf","HllvX50cXC0","default"
95,"017-LB46","017-LB46. Reason for admission/ diagnosis at admission-Septicaemia","","","XoWWbJlnMsi","017-LB46","017-LB46. Reason for admission/ diagnosis at admission-Septicaemia","017-LB46.Septicaemia","","bjDvmb4bfuf","HllvX50cXC0","default"
96,"017-LB47","017-LB47. Reason for admission/ diagnosis at admission-Hypothermia","","","T609w4wbcim","017-LB47","017-LB47. Reason for admission/ diagnosis at admission-Hypothermia","017-LB47.Hypothermia","","bjDvmb4bfuf","HllvX50cXC0","default"
97,"017-LB48","017-LB48. Reason for admission/ diagnosis at admission-Bulging fontanelle","","","YV5WasxuoTN","017-LB48","017-LB48. Reason for admission/ diagnosis at admission-Bulging fontanelle","017-LB48.Bulging fontanelle","","bjDvmb4bfuf","HllvX50cXC0","default"
98,"017-LB49","017-LB49. Reason for admission/ diagnosis at admission-Fever","","","M5zzpq6O4xU","017-LB49","017-LB49. Reason for admission/ diagnosis at admission-Fever","017-LB49.Fever","","bjDvmb4bfuf","HllvX50cXC0","default"
99,"017-LB50","017-LB50. Reason for admission/ diagnosis at admission-Convulsions","","","Hq66gDflc5k","017-LB50","017-LB50. Reason for admission/ diagnosis at admission-Convulsions","017-LB50.Convulsions","","bjDvmb4bfuf","HllvX50cXC0","default"
100,"017-LB51","017-LB51. Reason for admission/ diagnosis at admission-Bleeding","","","vnKvRqyjngA","017-LB51","017-LB51. Reason for admission/ diagnosis at admission-Bleeding","017-LB51.Bleeding","","bjDvmb4bfuf","HllvX50cXC0","default"
101,"017-LB52","017-LB52. Reason for admission/ diagnosis at admission-Other conditions","","","XZRrIoCTb3P","017-LB52","017-LB52. Reason for admission/ diagnosis at admission-Other conditions","017-LB52.Other conditions","","bjDvmb4bfuf","HllvX50cXC0","default"
102,"017-LB53","017-LB53. Q80 Probable cause of death(Congenital Anomalies)","","","UaGg4B3DUac","017-LB53","017-LB53. Q80 Probable cause of death(Congenital Anomalies)","017-LB53.Q80 Congenital Anomalies","","bjDvmb4bfuf","HllvX50cXC0","default"
103,"017-LB54","017-LB54. Q80 Probable cause of death(Others)","","","xYenYvBElrk","017-LB54","017-LB54. Q80 Probable cause of death(Others)","017-LB54. Q80 Probable cause of death(Others)","","bjDvmb4bfuf","HllvX50cXC0","default"
104,"017-LB55","017-LB55. Q80 Probable cause of death(Unknown)","","","Y5T6DMJiZPJ","017-LB55","017-LB55. Q80 Probable cause of death(Unknown)","017-LB55. Q80 Probable cause of death(Unknown)","","bjDvmb4bfuf","HllvX50cXC0","default"
105,"017-LB56","017-LB56. A33 Probable cause of death(Tetanus)","","","Q6HnSrUTl39","017-LB56","017-LB56. A33 Probable cause of death(Tetanus)","017-LB56. A33 Probable cause of death(Tetanus)","","bjDvmb4bfuf","HllvX50cXC0","default"
106,"017-LB57","017-LB57. P36 Probable cause of death(Septicaemia)","","","jSaonaOE68O","017-LB57","017-LB57. P36 Probable cause of death(Septicaemia)","017-LB57. P36 Probable cause of death(Septicaemia)","","bjDvmb4bfuf","HllvX50cXC0","default"
107,"017-LB58","017-LB58. P15 Probable cause of death(Birth trauma)","","","xjeIBJ2XyPd","017-LB58","017-LB58. P15 Probable cause of death(Birth trauma)","017-LB58.P15 Birth trauma","","bjDvmb4bfuf","HllvX50cXC0","default"
108,"017-LB59","017-LB59. P22 Probable cause of death(Birth Asphyxia)","","","apgGGC11v8Y","017-LB59","017-LB59. P22 Probable cause of death(Birth Asphyxia)","017-LB59.P22 Birth Asphyxia","","bjDvmb4bfuf","HllvX50cXC0","default"
109,"017-LB60","017-LB60. P07 Probable cause of death(Prematurity complications)-Specify","","","H4iDsba7jkw","017-LB60","017-LB60. P07 Probable cause of death(Prematurity complications)-Specify","017-LB60.P07 Prematurity complications-Specify","","bjDvmb4bfuf","HllvX50cXC0","default"
110,"017-LB61","017-LB61. Delay to seek health care  (Avoidable factors)","","","hRprz4XEDrz","017-LB61","017-LB61. Delay to seek health care  (Avoidable factors)","017-LB61.Delay to seek health care","","bjDvmb4bfuf","HllvX50cXC0","default"
111,"017-LB62","017-LB62. Delay to reach the health facility (Avoidable factors)","","","EV93HrESugB","017-LB62","017-LB62. Delay to reach the health facility (Avoidable factors)","017-LB62.Delay to reach the health facility","","bjDvmb4bfuf","HllvX50cXC0","default"
112,"017-LB63","017-LB63. Delay to provide care (Avoidable factors)","","","MFBT0aG5S6p","017-LB63","017-LB63. Delay to provide care (Avoidable factors)","017-LB63.Delay to provide care","","bjDvmb4bfuf","HllvX50cXC0","default"
113,"017-LB64","017-LB64. Absence of critical human resources(Avoidable factors)","","","SVPoIi25jCw","017-LB64","017-LB64. Absence of critical human resources(Avoidable factors)","017-LB64.Absence of critical human resources","","bjDvmb4bfuf","HllvX50cXC0","default"
114,"017-LB65","017-LB65. Lack of resuscitation equipment(Avoidable factors)","","","rLyf2TuYbn3","017-LB65","017-LB65. Lack of resuscitation equipment(Avoidable factors)","017-LB65.Lack of resuscitation equipment","","bjDvmb4bfuf","HllvX50cXC0","default"
115,"017-LB66","017-LB66. Lack of supplies and drugs including blood(Avoidable factors)","","","LfjWOPewHml","017-LB66","017-LB66. Lack of supplies and drugs including blood(Avoidable factors)","017-LB66.Lack of supplies & drugs including blood","","bjDvmb4bfuf","HllvX50cXC0","default"
116,"017-LB67","017-LB67. Misdiagnosis(Avoidable factors)","","","We0QqTPk1Oj","017-LB67","017-LB67. Misdiagnosis(Avoidable factors)","017-LB67. Misdiagnosis(Avoidable factors)","","bjDvmb4bfuf","HllvX50cXC0","default"
117,"017-LB68","017-LB68. Inappropriate intervention(Avoidable factors)","","","sFrh6MH8xJ2","017-LB68","017-LB68. Inappropriate intervention(Avoidable factors)","017-LB68.Inappropriate intervention","","bjDvmb4bfuf","HllvX50cXC0","default"
118,"017-LB69","017-LB69. Others specify(Avoidable factors)","","","pRYm5u9S8Ag","017-LB69","017-LB69. Others specify(Avoidable factors)","017-LB69. Others specify(Avoidable factors)","","bjDvmb4bfuf","HllvX50cXC0","default"
119,"017-LB70","017-LB70. Comments on avoidable factors and missed opportunities","","","BOUN3iTMTzU","017-LB70","017-LB70. Comments on avoidable factors and missed opportunities","017-LB70. Comments on avoidable factors","","bjDvmb4bfuf","HllvX50cXC0","default"
120,"017-LB71","017-LB71. Agreed upon Actions to address the avoidable factors","","","nAc07V7ZYUL","017-LB71","017-LB71. Agreed upon Actions to address the avoidable factors","017-LB71.Agreed Actions address avoidable factors","","bjDvmb4bfuf","HllvX50cXC0","default"
121,"017-LB72","017-LB72. Refusal of treatment or admission  (Avoidable factors)","","","RDZmJ4Gmc4L","017-LB72","017-LB72. Refusal of treatment or admission  (Avoidable factors)","017-LB72.Delay to seek health care","","bjDvmb4bfuf","HllvX50cXC0","default"
122,"017-LB73","017-LB73. Use of herbal medication on Mother of Baby (Avoidable factors)","","","Qz8q3XBSjy7","017-LB73","017-LB73. Use of herbal medication on Mother of Baby (Avoidable factors)","017-LB73.Use of herbal meds on Mother of Baby","","bjDvmb4bfuf","HllvX50cXC0","default"
123,"017-LB74","017-LB74. Refused transfer to higher facility (Avoidable factors)","","","k2TAhDXqlfd","017-LB74","017-LB74. Refused transfer to higher facility (Avoidable factors)","017-LB74.Refused transfer to higher facility","","bjDvmb4bfuf","HllvX50cXC0","default"
124,"017-LB75","017-LB75. Lack of partner support (Avoidable factors)","","","gpsCp6L5MHc","017-LB75","017-LB75. Lack of partner support (Avoidable factors)","017-LB75.Lack of partner support","","bjDvmb4bfuf","HllvX50cXC0","default"
125,"017-LB76","017-LB76. Lack of transport from home to health facilities (Avoidable factors)","","","gnGGrkTImYG","017-LB76","017-LB76. Lack of transport from home to health facilities (Avoidable factors)","017-LB76.Lack of transport from home to HF","","bjDvmb4bfuf","HllvX50cXC0","default"
126,"017-LB77","017-LB77. Lack of transport between health facilities (Avoidable factors)","","","c0AUhrgQFrP","017-LB77","017-LB77. Lack of transport between health facilities (Avoidable factors)","017-LB77.Lack of transport between HF","","bjDvmb4bfuf","HllvX50cXC0","default"
127,"017-LB78","017-LB78. Inadequate numbers of staff (Avoidable factors)","","","X7IrhmUEdET","017-LB78","017-LB78. Inadequate numbers of staff (Avoidable factors)","017-LB78.Inadequate numbers of staff","","bjDvmb4bfuf","HllvX50cXC0","default"
