id,section_name,section_id,section_item_name,section_item_code
382,Laboratory Tests - Microbiology,10.2.1,Urine Microscopy,MB06
383,Laboratory Tests - Microbiology,10.2.1,Urine Protein,MB07
384,Laboratory Tests - Microbiology,10.2.1,Urine Glucose,MB08
385,Laboratory Tests - Microbiology,10.2.1,Wet Preps,MB09
386,Laboratory Tests - Microbiology,10.2.1,Stool for GeneXpert,MB10
387,Laboratory Tests - Microbiology,10.2.1,Skin Smear,MB11
388,Laboratory Tests - Microbiology,10.2.1,Others,MB12
389,Laboratory Tests - Renal Profile,10.2.1,Urea,RP01
390,Laboratory Tests - Renal Profile,10.2.1,Chloride,RP02
391,Laboratory Tests - Renal Profile,10.2.1,Potassium,RP03
392,Laboratory Tests - Renal Profile,10.2.1,Sodium,RP04
393,Laboratory Tests - Renal Profile,10.2.1,Creatinine,RP05
394,Laboratory Tests - Liver Profile,10.2.1,ALT,LP01
395,Laboratory Tests - Liver Profile,10.2.1,AST,LP02
396,Laboratory Tests - Liver Profile,10.2.1,ALP,LP03
397,Laboratory Tests - Liver Profile,10.2.1,GGT,LP04
398,Laboratory Tests - Liver Profile,10.2.1,Protein Total,LP05
399,Laboratory Tests - Liver Profile,10.2.1,Albumin,LP06
400,Laboratory Tests - Liver Profile,10.2.1,Bilirubin Total,LP07
401,Laboratory Tests - Liver Profile,10.2.1,Bilirubin Direct,LP08
402,Laboratory Tests - Lipid Profile,10.2.1,Triglycerides,LR01
403,Laboratory Tests - Lipid Profile,10.2.1,Cholesterol Total,LR02
404,Laboratory Tests - Lipid Profile,10.2.1,HDL,LR03
405,Laboratory Tests - Lipid Profile,10.2.1,LDL,LR04
406,Laboratory Tests - Thyroid Profile,10.2.1,T3,TP01
407,Laboratory Tests - Thyroid Profile,10.2.1,T4,TP02
408,Laboratory Tests - Thyroid Profile,10.2.1,TSH,TP03
409,Laboratory Tests - Thyroid Profile,10.2.1,Free T3,TP04
410,Laboratory Tests - Thyroid Profile,10.2.1,Free T4,TP05
411,Laboratory Tests - Pancreatic Profile,10.2.1,Amylase,PP01
412,Laboratory Tests - Pancreatic Profile,10.2.1,Lipase,PP02
413,Laboratory Tests - Pancreatic Profile,10.2.1,Extended Electrolytes,PP03
414,Laboratory Tests - Pancreatic Profile,10.2.1,Calcium,PP04
415,Laboratory Tests - Pancreatic Profile,10.2.1,Magnesium,PP05
416,Laboratory Tests - Other Clinical Chemistry,10.2.1,Alkaline Phosphate,CX01
417,Laboratory Tests - Other Clinical Chemistry,10.2.1,Amylase,CX02
418,Laboratory Tests - Other Clinical Chemistry,10.2.1,Glucose,CX03
419,Laboratory Tests - Other Clinical Chemistry,10.2.1,Total Bilirubin,CX04
420,Laboratory Tests - Other Clinical Chemistry,10.2.1,Lipase,CX05
421,Laboratory Tests - Other Clinical Chemistry,10.2.1,AFP,CX06
422,Laboratory Tests - Other Clinical Chemistry,10.2.1,LDH,CX07
423,Laboratory Tests - Other Clinical Chemistry,10.2.1,Lactate,CX08
424,Laboratory Tests - Other Clinical Chemistry,10.2.1,Uric Acid,CX09
425,Laboratory Tests - Other Clinical Chemistry,10.2.1,CRP,CX10
426,Laboratory Tests - Other Clinical Chemistry,10.2.1,Others,CX11
427,Laboratory Tests - Culture & Sensitivity,10.2.1,Blood,CS01
428,Laboratory Tests - Culture & Sensitivity,10.2.1,Urine,CS02
429,Laboratory Tests - Culture & Sensitivity,10.2.1,Stool,CS03
430,Laboratory Tests - Culture & Sensitivity,10.2.1,Urogenital Swabs,CS04
431,Laboratory Tests - Culture & Sensitivity,10.2.1,Sputum,CS05
432,Laboratory Tests - Culture & Sensitivity,10.2.1,CSF,CS06
433,Laboratory Tests - Culture & Sensitivity,10.2.1,Pus/wound swabs,CS07
434,Laboratory Tests - Culture & Sensitivity,10.2.1,Other swabs,CS08
435,Laboratory Tests - Culture & Sensitivity,10.2.1,Others,CS09
436,HIV Tests by Purpose,10.3,Determine,HP01
437,HIV Tests by Purpose,10.3,Statpack,HP02
438,HIV Tests by Purpose,10.3,SD Bioline,HP03
439,HIV Tests by Purpose,10.3,HIV Syphilis DUO,HP04
440,HIV Tests by Purpose,10.3,Oraquick (Self Testing),HP05
441,HIV Tests by Purpose,10.3,HIV Recency Testing,HP06
