id,section_id,section_name,eafya_hmis_id,eafya_id,eafya_name,hmis_code,hmis_name,data_element_id,category_optioncombo_id,category_optioncombo_name,createdAt,updatedAt
1,1.1,Outpatient Attendnace,0,,,OA01,New attendance,sv6SeKroHPV,wDiX34aiw6i,"0-28Dys, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
2,1.1,Outpatient Attendnace,0,,,OA01,New attendance,sv6SeKroHPV,zh2zAaHyYQx,"0-28Dys, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
3,1.1,Outpatient Attendnace,0,,,OA01,New attendance,sv6SeKroHPV,u3CkZqMHfHP,"10-19Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4,1.1,Outpatient Attendnace,0,,,OA01,New attendance,sv6SeKroHPV,c7gvocRdg0f,"10-19Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
5,1.1,Outpatient Attendnace,0,,,OA01,New attendance,sv6SeKroHPV,XVHTeecEOM3,"20+Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
6,1.1,Outpatient Attendnace,0,,,OA01,New attendance,sv6SeKroHPV,dCKzhhINakS,"20+Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
7,1.1,Outpatient Attendnace,0,,,OA01,New attendance,sv6SeKroHPV,huBy3W5qiD2,"29Dys-4Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
8,1.1,Outpatient Attendnace,0,,,OA01,New attendance,sv6SeKroHPV,V2OuNTRI6ua,"29Dys-4Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
9,1.1,Outpatient Attendnace,0,,,OA01,New attendance,sv6SeKroHPV,Crc5reUlspd,"5-9Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
10,1.1,Outpatient Attendnace,0,,,OA01,New attendance,sv6SeKroHPV,F1rms8f9I9a,"5-9Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
11,1.1,Outpatient Attendnace,0,,,OA02,Reattendance,sQ4EexvvhVe,wDiX34aiw6i,"0-28Dys, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
12,1.1,Outpatient Attendnace,0,,,OA02,Reattendance,sQ4EexvvhVe,zh2zAaHyYQx,"0-28Dys, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
13,1.1,Outpatient Attendnace,0,,,OA02,Reattendance,sQ4EexvvhVe,u3CkZqMHfHP,"10-19Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
14,1.1,Outpatient Attendnace,0,,,OA02,Reattendance,sQ4EexvvhVe,c7gvocRdg0f,"10-19Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
15,1.1,Outpatient Attendnace,0,,,OA02,Reattendance,sQ4EexvvhVe,XVHTeecEOM3,"20+Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
16,1.1,Outpatient Attendnace,0,,,OA02,Reattendance,sQ4EexvvhVe,dCKzhhINakS,"20+Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
17,1.1,Outpatient Attendnace,0,,,OA02,Reattendance,sQ4EexvvhVe,huBy3W5qiD2,"29Dys-4Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
18,1.1,Outpatient Attendnace,0,,,OA02,Reattendance,sQ4EexvvhVe,V2OuNTRI6ua,"29Dys-4Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
19,1.1,Outpatient Attendnace,0,,,OA02,Reattendance,sQ4EexvvhVe,Crc5reUlspd,"5-9Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
20,1.1,Outpatient Attendnace,0,,,OA02,Reattendance,sQ4EexvvhVe,F1rms8f9I9a,"5-9Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
21,1.2,Outpatient Referrals,0,,,OR01,Referrals to unit,vC9pW0FEvd2,wDiX34aiw6i,"0-28Dys, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
22,1.2,Outpatient Referrals,0,,,OR01,Referrals to unit,vC9pW0FEvd2,zh2zAaHyYQx,"0-28Dys, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
23,1.2,Outpatient Referrals,0,,,OR01,Referrals to unit,vC9pW0FEvd2,u3CkZqMHfHP,"10-19Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
24,1.2,Outpatient Referrals,0,,,OR01,Referrals to unit,vC9pW0FEvd2,c7gvocRdg0f,"10-19Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
25,1.2,Outpatient Referrals,0,,,OR01,Referrals to unit,vC9pW0FEvd2,XVHTeecEOM3,"20+Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
26,1.2,Outpatient Referrals,0,,,OR01,Referrals to unit,vC9pW0FEvd2,dCKzhhINakS,"20+Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
27,1.2,Outpatient Referrals,0,,,OR01,Referrals to unit,vC9pW0FEvd2,huBy3W5qiD2,"29Dys-4Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
28,1.2,Outpatient Referrals,0,,,OR01,Referrals to unit,vC9pW0FEvd2,V2OuNTRI6ua,"29Dys-4Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
29,1.2,Outpatient Referrals,0,,,OR01,Referrals to unit,vC9pW0FEvd2,Crc5reUlspd,"5-9Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
30,1.2,Outpatient Referrals,0,,,OR01,Referrals to unit,vC9pW0FEvd2,F1rms8f9I9a,"5-9Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
31,1.2,Outpatient Referrals,0,,,OR02 , Referrals from unit ,aU0n2RXwQJC,wDiX34aiw6i,"0-28Dys, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
32,1.2,Outpatient Referrals,0,,,OR02 , Referrals from unit ,aU0n2RXwQJC,zh2zAaHyYQx,"0-28Dys, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
33,1.2,Outpatient Referrals,0,,,OR02 , Referrals from unit ,aU0n2RXwQJC,u3CkZqMHfHP,"10-19Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
34,1.2,Outpatient Referrals,0,,,OR02 , Referrals from unit ,aU0n2RXwQJC,c7gvocRdg0f,"10-19Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
35,1.2,Outpatient Referrals,0,,,OR02 , Referrals from unit ,aU0n2RXwQJC,XVHTeecEOM3,"20+Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
36,1.2,Outpatient Referrals,0,,,OR02 , Referrals from unit ,aU0n2RXwQJC,dCKzhhINakS,"20+Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
37,1.2,Outpatient Referrals,0,,,OR02 , Referrals from unit ,aU0n2RXwQJC,huBy3W5qiD2,"29Dys-4Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
38,1.2,Outpatient Referrals,0,,,OR02 , Referrals from unit ,aU0n2RXwQJC,V2OuNTRI6ua,"29Dys-4Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
39,1.2,Outpatient Referrals,0,,,OR02 , Referrals from unit ,aU0n2RXwQJC,Crc5reUlspd,"5-9Yrs, Female",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
40,1.2,Outpatient Referrals,0,,,OR02 , Referrals from unit ,aU0n2RXwQJC,F1rms8f9I9a,"5-9Yrs, Male",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4093,2.1,Antenatal,,,,AN17,Pregnant women newly tested for HIV (NEG & POS),uALBQG7TFhq,PwuKTzy4vLJ,15-19Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4094,2.1,Antenatal,,,,AN17,Pregnant women newly tested for HIV (NEG & POS),uALBQG7TFhq,JtoaNPpY2BF,<15Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4095,2.1,Antenatal,,,,AN17,Pregnant women newly tested for HIV (NEG & POS),uALBQG7TFhq,c9JPAeQh49R,20-24Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4096,2.1,Antenatal,,,,AN17,Pregnant women newly tested for HIV (NEG & POS),uALBQG7TFhq,QGprPUGJp4N,25-49Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4097,2.1,Antenatal,,,,AN17,Pregnant women newly tested for HIV (NEG & POS),uALBQG7TFhq,sxBbkmHxnBP,50+Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4098,2.1,Antenatal,,,,AN17,Pregnant women newly tested for HIV (NEG & POS),JFFBnljIWTT,PwuKTzy4vLJ,15-19Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4099,2.1,Antenatal,,,,AN17,Pregnant women newly tested for HIV (NEG & POS),JFFBnljIWTT,JtoaNPpY2BF,<15Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4100,2.1,Antenatal,,,,AN17,Pregnant women newly tested for HIV (NEG & POS),JFFBnljIWTT,c9JPAeQh49R,20-24Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4101,2.1,Antenatal,,,,AN17,Pregnant women newly tested for HIV (NEG & POS),JFFBnljIWTT,QGprPUGJp4N,25-49Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4102,2.1,Antenatal,,,,AN17,Pregnant women newly tested for HIV (NEG & POS),JFFBnljIWTT,sxBbkmHxnBP,50+Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4103,2.1,Antenatal,,,,AN18,Pregnant Women tested HIV POS (1st time this pregnancy),uzlQdD84jNj,PwuKTzy4vLJ,15-19Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4104,2.1,Antenatal,,,,AN18,Pregnant Women tested HIV POS (1st time this pregnancy),uzlQdD84jNj,JtoaNPpY2BF,<15Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4105,2.1,Antenatal,,,,AN18,Pregnant Women tested HIV POS (1st time this pregnancy),uzlQdD84jNj,c9JPAeQh49R,20-24Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4106,2.1,Antenatal,,,,AN18,Pregnant Women tested HIV POS (1st time this pregnancy),uzlQdD84jNj,QGprPUGJp4N,25-49Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4107,2.1,Antenatal,,,,AN18,Pregnant Women tested HIV POS (1st time this pregnancy),uzlQdD84jNj,sxBbkmHxnBP,50+Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4108,2.1,Antenatal,,,,AN18,Pregnant Women tested HIV POS (1st time this pregnancy),wFmMiaWgMIU,PwuKTzy4vLJ,15-19Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4109,2.1,Antenatal,,,,AN18,Pregnant Women tested HIV POS (1st time this pregnancy),wFmMiaWgMIU,JtoaNPpY2BF,<15Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4110,2.1,Antenatal,,,,AN18,Pregnant Women tested HIV POS (1st time this pregnancy),wFmMiaWgMIU,c9JPAeQh49R,20-24Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4111,2.1,Antenatal,,,,AN18,Pregnant Women tested HIV POS (1st time this pregnancy),wFmMiaWgMIU,QGprPUGJp4N,25-49Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4112,2.1,Antenatal,,,,AN18,Pregnant Women tested HIV POS (1st time this pregnancy),wFmMiaWgMIU,sxBbkmHxnBP,50+Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4113,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD4,sq6TGqoX9H0,PwuKTzy4vLJ,15-19Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4114,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD5,sq6TGqoX9H0,JtoaNPpY2BF,<15Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4115,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD6,sq6TGqoX9H0,c9JPAeQh49R,20-24Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4116,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD7,sq6TGqoX9H0,QGprPUGJp4N,25-49Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4117,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD8,sq6TGqoX9H0,sxBbkmHxnBP,50+Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4118,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD9,sq6TGqoX9H0,HllvX50cXC0,default,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4119,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD10,gO6V4EfyAgr,PwuKTzy4vLJ,15-19Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4120,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD11,gO6V4EfyAgr,JtoaNPpY2BF,<15Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4121,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD12,gO6V4EfyAgr,c9JPAeQh49R,20-24Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4122,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD13,gO6V4EfyAgr,QGprPUGJp4N,25-49Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4123,2.1,Antenatal,,,,AN19,HIV+ Pregnant women assessed by CD14,gO6V4EfyAgr,sxBbkmHxnBP,50+Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4124,2.1,Antenatal,,,,AN20,HIV+ pregnant women initiated on ART/eMTCT,L4pwIgSDdG6,PwuKTzy4vLJ,15-19Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4125,2.1,Antenatal,,,,AN20,HIV+ pregnant women initiated on ART/eMTCT,L4pwIgSDdG6,JtoaNPpY2BF,<15Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4126,2.1,Antenatal,,,,AN20,HIV+ pregnant women initiated on ART/eMTCT,L4pwIgSDdG6,c9JPAeQh49R,20-24Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4127,2.1,Antenatal,,,,AN20,HIV+ pregnant women initiated on ART/eMTCT,L4pwIgSDdG6,QGprPUGJp4N,25-49Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4128,2.1,Antenatal,,,,AN20,HIV+ pregnant women initiated on ART/eMTCT,L4pwIgSDdG6,sxBbkmHxnBP,50+Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4129,2.1,Antenatal,,,,AN20,HIV+ pregnant women initiated on ART/eMTCT,L4pwIgSDdG6,HllvX50cXC0,default,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4130,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,UXuUvbgPqVc,"15-19Yrs, Negative",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4131,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,BaWI6qkhScq,"15-19Yrs, Positive",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4132,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,sM7n9AMlT5g,"<15Yrs, Negative",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4133,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,H9qJO0yGTKz,"<15Yrs, Positive",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4134,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,DXp1CZrZg7M,"20-24Yrs, Negative",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4135,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,TvOOJYjd3iR,"20-24Yrs, Positive",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4136,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,YFlzt691Hm8,"25-49Yrs, Negative",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4137,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,nmvDqGogEyw,"25-49Yrs, Positive",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4138,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,u6TZwW7LKHG,"50+Yrs, Negative",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4139,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,fmyu6PJJeQW,"50+Yrs, Positive",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4140,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,rr3xZKoBXYt,HllvX50cXC0,default,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4141,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,b78oMBcC5R8,PwuKTzy4vLJ,15-19Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4142,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,b78oMBcC5R8,JtoaNPpY2BF,<15Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4143,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,b78oMBcC5R8,c9JPAeQh49R,20-24Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4144,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,b78oMBcC5R8,QGprPUGJp4N,25-49Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4145,2.1,Antenatal,,,,AN21,Pregnant Women who knew status before 1st ANC,b78oMBcC5R8,sxBbkmHxnBP,50+Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4146,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,UXuUvbgPqVc,"15-19Yrs, Negative",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4147,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,BaWI6qkhScq,"15-19Yrs, Positive",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4148,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,sM7n9AMlT5g,"<15Yrs, Negative",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4149,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,H9qJO0yGTKz,"<15Yrs, Positive",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4150,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,DXp1CZrZg7M,"20-24Yrs, Negative",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4151,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,TvOOJYjd3iR,"20-24Yrs, Positive",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4152,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,YFlzt691Hm8,"25-49Yrs, Negative",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4153,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,nmvDqGogEyw,"25-49Yrs, Positive",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4154,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,u6TZwW7LKHG,"50+Yrs, Negative",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4155,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,fmyu6PJJeQW,"50+Yrs, Positive",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4156,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,F9kTTMoE00R,HllvX50cXC0,Pregnant women who re-tested later in pregnancy - Total,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4157,2.1,Antenatal,,,,AN22,Pregnant women who re-tested later in pregnancy,Un1MGK9qAU1,HllvX50cXC0,Pregnant women who re-tested later in pregnancy - Total,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4158,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Samples collected,Y0Gaon8coI0,HllvX50cXC0,Eligible for a Viral Load during the month,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4159,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Samples collected,IZKuxgNUZY2,Kq56swi3KAi,"10-14Yrs
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4160,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Samples collected,IZKuxgNUZY2,oVc5PtW8IsH,"15-19Yrs 
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4161,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Samples collected,IZKuxgNUZY2,dqUlEsSUs8w,"20-24Yrs 
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4162,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Samples collected,IZKuxgNUZY2,xgiuSKF9lKY,"25-49Yrs 
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4163,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Samples collected,IZKuxgNUZY2,WQ8FzlyAWIM,"50+Yrs 
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4164,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Samples collected,IZKuxgNUZY2,HllvX50cXC0,"default 
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4165,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Suppressed,EyFiFBDoISI,Kq56swi3KAi,"10-14Yrs 
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4166,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Suppressed,EyFiFBDoISI,oVc5PtW8IsH,15-19Yrs ,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4167,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Suppressed,EyFiFBDoISI,dqUlEsSUs8w,"20-24Yrs
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4168,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Suppressed,EyFiFBDoISI,xgiuSKF9lKY,"25-49Yrs 
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4169,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Suppressed,EyFiFBDoISI,WQ8FzlyAWIM,"50+Yrs 
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4170,2.1,Antenatal,,,,AN23,HIV+ pregnant women-Viral Load Suppressed,EyFiFBDoISI,HllvX50cXC0,"default 
",2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4171,2.1,Antenatal,,,,AN24,Pregnant women given self-testing kits for male partners,YJPups0RKU1,HllvX50cXC0,Total,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4172,2.1,Antenatal,,,,AN24,Pregnant women given self-testing kits for male partners,hMqyyIjGaNj,HllvX50cXC0,Tests returned - NEG,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4173,2.1,Antenatal,,,,AN24,Pregnant women given self-testing kits for male partners,hoCZiI7r0rE,HllvX50cXC0,Tests returned - POS,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4174,2.1,Antenatal,,,,AN25,Male partners received HIV test results in eMTCT,RSWVr1a2ObB,E7OcV5dLNeV,Negative,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4175,2.1,Antenatal,,,,AN25,Male partners received HIV test results in eMTCT,RSWVr1a2ObB,gqp69grjFaC,Positive,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4176,2.1,Antenatal,,,,AN26,HIV+ Male partners initiated on ART in ANC,CHJ4TiPI77E,Uj3ZNV4ZYHr,Known,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4177,2.1,Antenatal,,,,AN26,HIV+ Male partners initiated on ART in ANC,CHJ4TiPI77E,No9b4ifLZrj,New,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4178,2.1,Antenatal,,,,AN27,No. of discordant couple identified in ANC,fpqDkJLzPhp,HllvX50cXC0,No. of discordant couple identified in ANC,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
4179,2.1,Antenatal,,,,AN29,"TB Screening for ANC Clients-Presumed to have TB
",tlCReAq4tXE,PwuKTzy4vLJ,15-19Yrs,2025-06-14 12:31:53.170 +0300,2025-06-14 12:31:53.170 +0300
