section_id,section_name,eafya_id,eafya_name,hmis_code,hmis_name,data_element_id,categoryoptioncombo_uid,categoryoptioncombo_name
2.1,Antenatal,,,AN13,No. of pregnant women dewormed,R9fYo78aAYM,HllvX50cXC0,Blood and Rhesus Group (O) - Total
2.1,Antenatal,,,AN13,No. of pregnant women dewormed,ioJBfDxPLHi,HllvX50cXC0,Pregnant women dewormed or receiving mebendazole
2.1,Antenatal,,,AN14,Pregnant Women tested for syphilis,L73rUhmtF2M,HllvX50cXC0,Blood and Rhesus Group (A) - Total
2.1,Antenatal,,,AN14,Pregnant Women tested for syphilis,lWcF1YVckcA,HllvX50cXC0,Pregnant Women tested for syphilis - First time this pregnancy
2.1,Antenatal,,,AN14,Pregnant Women tested for syphilis,bBmnfOD3Yom,HllvX50cXC0,Pregnant Women tested for syphilis - Newly tested Positive
2.1,Antenatal,,,AN14,Pregnant Women tested for syphilis,GWvftludKFF,HllvX50cXC0,Pregnant Women tested for syphilis - Started on syphilis treatment
2.1,Antenatal,,,AN15,Male partner tested for syphilis,LR8HaTS7Mxt,HllvX50cXC0,Blood and Rhesus Group (B) - Total
2.1,Antenatal,,,AN15,Male partner tested for syphilis,vP5CjeYXgbB,HllvX50cXC0,Male partners tested for syphilis - Total Tested
2.1,Antenatal,,,AN15,Male partner tested for syphilis,qX9BvAXohYS,HllvX50cXC0,Male partners tested for syphilis - Tested Positive
2.1,Antenatal,,,AN16,No. Pregnant women tested for Hepatitis B,q1XwdDx28hT,HllvX50cXC0,Blood and Rhesus Group (AB) - Total
2.1,Antenatal,,,AN16,No. Pregnant women tested for Hepatitis B,aSlLg1v8apE,HllvX50cXC0,No. Pregnant women tested for Hepatitis B - Total Tested
2.1,Antenatal,,,AN16,No. Pregnant women tested for Hepatitis B,mhmGSvRwKlQ,HllvX50cXC0,No. Pregnant women tested for Hepatitis B - Tested Positive
